budget,genres,original_language,revenue,runtime,vote_average,director
120000000,Animation Family Adventure Science Fiction,en,186053725,95.0,6.7,Gary Trousdale
0,Adventure Animation Comedy Family,en,233755553,92.0,5.8,Walt Becker
75000000,Drama Thriller History War,en,200276000,121.0,6.7,Bryan Singer
90000000,Comedy Action,en,201596308,113.0,5.5,Dennis Dugan
88000000,Action Comedy Science Fiction,en,243637091,105.0,5.6,Chris Columbus
100000000,Drama Science Fiction Adventure,en,235926552,146.0,6.8,Steven Spielberg
90000000,Thriller Fantasy Comedy Family Mystery,en,182290266,99.0,5.2,Rob Minkoff
90000000,Drama Science Fiction Mystery,en,171120329,150.0,7.2,Robert Zemeckis
95000000,Action Science Fiction Thriller,en,190213455,112.0,5.6,Paul Verhoeven
80000000,Crime Thriller,en,162944923,128.0,6.2,Sydney Pollack
90000000,Adventure Family Fantasy,en,174578751,106.0,5.9,Thor Freudenthal
95000000,Action Adventure Fantasy Thriller,en,156505388,117.0,5.5,Jan de Bont
90000000,Action Adventure Comedy Crime Mystery,en,334901337,129.0,6.7,Jon M. Chu
68000000,Thriller Action Romance Science Fiction Adventure,en,118063304,116.0,5.9,Phillip Noyce
92000000,Action Crime Thriller,en,143049560,126.0,6.8,Tony Scott
90000000,Science Fiction,en,60874615,114.0,5.7,Brian De Palma
90000000,Animation Adventure Comedy Family,en,484635760,96.0,6.5,Carlos Saldanha
100000000,Comedy Science Fiction,en,93700000,131.0,6.9,Chris Columbus
90000000,Science Fiction Action Drama Thriller,en,0,104.0,5.2,Mick Jackson
90000000,Crime Thriller Drama,en,140807547,107.0,5.9,Alan J. Pakula
100000000,Drama History Thriller,en,35168966,138.0,6.1,Kathryn Bigelow
20000000,Adventure Fantasy Action,en,79114085,129.0,6.6,John Milius
88000000,Romance Drama History,en,108539911,144.0,7.3,Ron Howard
90000000,Fantasy Action Family,en,16178959,110.0,5.4,Andrei Konchalovsky
87000000,Drama History,en,148336445,141.0,6.7,Gary Ross
92000000,Action Adventure Drama,en,494471524,113.0,6.1,Jan de Bont
90000000,Adventure Drama,en,429632142,143.0,7.5,Robert Zemeckis
100000000,Animation Comedy,en,384335608,108.0,5.9,George Miller
75000000,Action Drama Thriller,en,288500217,108.0,7.2,Paul Greengrass
85000000,Action Thriller,en,315156409,124.0,6.2,Wolfgang Petersen
85000000,Thriller Crime,en,450717150,116.0,7.2,Steven Soderbergh
75000000,Adventure Action Thriller,en,132274484,110.0,5.6,Paul W.S. Anderson
85000000,Animation Comedy Family Fantasy,en,358375603,91.0,6.8,Genndy Tartakovsky
85000000,Comedy Family Fantasy Romance,en,340487652,107.0,6.6,Kevin Lima
85000000,Action Thriller,en,208076205,115.0,6.3,Daniel Espinosa
85000000,Comedy Family,en,183611771,100.0,5.1,Kevin Lima
75000000,Action Comedy,en,152930623,104.0,5.8,Brett Ratner
85000000,Comedy Romance,en,194168700,136.0,6.7,Nancy Meyers
90000000,Action Drama Thriller,en,250649836,132.0,6.7,Tony Scott
85000000,Comedy Romance,en,219103655,121.0,6.2,Nancy Meyers
85000000,Crime Thriller,en,311312624,122.0,6.5,Steven Soderbergh
85000000,Adventure Animation Family,en,197309027,83.0,6.1,Jill Culton
85000000,Adventure Action Science Fiction,en,288747895,139.0,6.9,Neil Burger
68000000,War,en,96976270,131.0,7.2,Jean-Jacques Annaud
85000000,Adventure Action Comedy Thriller,en,80916492,104.0,6.4,Peter Berg
85000000,Adventure Fantasy Action Comedy Family,en,137298489,130.0,6.1,John McTiernan
85000000,Drama History Romance,en,162242962,145.0,7.3,Rob Marshall
85000000,Action Crime Drama Thriller,en,158468292,104.0,6.1,Justin Lin
0,Drama Animation Family Comedy,en,0,97.0,6.7,Barry Cook
90000000,Fantasy Drama Mystery,en,142940100,178.0,6.9,Martin Brest
85000000,Action Thriller Drama,en,78382433,108.0,5.5,Andrew Davis
0,Drama Music,en,37823676,123.0,7.3,Bob Fosse
85000000,Adventure Fantasy Drama Comedy Science Fiction,en,183018522,106.0,5.5,Tarsem Singh
60000000,Action Adventure Comedy,en,47664559,112.0,7.2,Edgar Wright
60000000,Action Thriller Adventure Science Fiction,en,74208267,136.0,5.4,Jon Amiel
84000000,Fantasy Comedy Romance Science Fiction,en,123307945,106.0,4.7,Peter Segal
84000000,Mystery Adventure Comedy,en,275650703,88.0,5.4,Raja Gosnell
50000000,Action Science Fiction,en,41037742,95.0,6.6,Pete Travis
82500000,Comedy Drama Fantasy Romance,en,237681299,107.0,6.0,Frank Coraci
8000000,Horror Comedy Fantasy,en,21028755,120.0,6.7,George A. Romero
85000000,Comedy Family,en,112483764,82.0,4.9,Brad Peyton
85000000,Adventure Fantasy Science Fiction,en,222231186,88.0,5.9,Doug Liman
85000000,Adventure Fantasy Science Fiction,en,160388063,120.0,6.5,Guillermo del Toro
65000000,Crime Drama Mystery Thriller,en,84785914,157.0,7.3,David Fincher
82000000,Science Fiction,en,96085477,123.0,5.7,Roger Spottiswoode
80000000,Fantasy Comedy,en,484572835,101.0,6.4,Tom Shadyac
80000000,Thriller Adventure Action,en,274470394,103.0,6.0,Sylvester Stallone
80000000,Adventure Action Thriller,en,457696359,110.0,6.7,Brian De Palma
75000000,Science Fiction Adventure Fantasy,en,691210692,142.0,6.9,Gary Ross
80000000,Comedy,en,254455986,102.0,6.2,Todd Phillips
80000000,Action Fantasy,en,280000000,126.0,6.6,Tim Burton
80000000,Comedy Animation Family,en,343397247,83.0,6.3,Karey Kirkpatrick
80000000,Animation Family,en,145771527,85.0,7.1,Chris Sanders
85000000,Comedy Family Fantasy,en,144000000,97.0,5.8,Gary Winick
75000000,Action Drama Romance,en,140464664,120.0,5.9,Mimi Leder
84000000,Action Comedy Crime Thriller,en,0,116.0,6.4,Dean Parisot
82000000,Comedy Drama,en,190320568,113.0,6.2,Peter Segal
75000000,Comedy Fantasy Family Music Animation,en,342695435,87.0,5.4,Mike Mitchell
80000000,Comedy,en,246984278,100.0,5.8,Dennis Dugan
80000000,Action Comedy Thriller,en,230685453,110.0,6.0,Peter Segal
80000000,Drama Comedy Romance,en,266728738,128.0,6.3,Nancy Meyers
80000000,Drama Thriller Mystery,en,294804195,138.0,7.8,Martin Scorsese
80000000,Comedy Romance Drama,en,163733697,88.0,5.3,Seth Gordon
75000000,Animation Comedy Family Science Fiction,en,260696994,91.0,6.0,Chris Wedge
80000000,Action Crime Science Fiction Thriller,en,245676146,138.0,6.8,John Woo
80000000,Fantasy Comedy Family Romance,en,212874442,99.0,5.9,Adam Shankman
80000000,Thriller Crime Drama,en,181001478,117.0,7.3,Sam Mendes
80000000,Romance Comedy,en,214918407,117.0,6.3,Dennis Dugan
75000000,Action Thriller Crime,en,224012234,115.0,6.5,Simon West
80000000,Mystery Thriller Action,en,178066569,118.0,6.3,D.J. Caruso
79000000,Drama,en,173013509,154.0,6.7,Anthony Minghella
80000000,Action Thriller Science Fiction,en,157107755,118.0,6.6,Albert Hughes
80000000,Comedy Family Science Fiction,en,177977226,93.0,5.3,Les Mayfield
80000000,Horror Thriller Fantasy Mystery,en,91188905,113.0,5.2,Jan de Bont
80000000,Animation Comedy Drama Family Fantasy,en,250200000,88.0,6.5,Joe Pytka
0,Action Comedy Crime Mystery Family,en,0,93.0,5.6,Shawn Levy
80000000,Drama Science Fiction Thriller,en,233093859,104.0,5.2,Scott Derrickson
75000000,Action Drama Mystery Thriller,en,136982834,135.0,6.5,Richard Donner
68000000,War Drama Action,en,211817906,135.0,7.4,David Ayer
70000000,Action Adventure Comedy Romance,en,164000000,98.0,5.6,Ivan Reitman
80000000,Comedy Family Animation Adventure,en,201584141,80.0,5.2,Eric Brevig
80000000,Western Animation Adventure Comedy Family,en,122563539,83.0,7.4,Kelly Asbury
80000000,Comedy Romance Family,en,169852759,102.0,5.3,Frank Coraci
80000000,Adventure Family Science Fiction,en,136159423,130.0,5.0,Stephen Hopkins
80000000,Drama Thriller Mystery,en,96105964,129.0,6.2,Jonathan Demme
0,Romance Drama,en,0,117.0,8.0,Henry Jaglom
80000000,Animation Comedy Family,en,473226958,89.0,6.7,Genndy Tartakovsky
80000000,Animation Family Music,en,90874570,74.0,7.0,James Algar
80000000,Science Fiction Adventure Action,en,123729176,96.0,5.8,Simon Wells
90000000,Action Adventure Family Fantasy,en,0,114.0,5.9,Ron Underwood
102000000,Action Crime Thriller,en,147080413,99.0,6.1,Dominic Sena
75000000,Action Adventure,en,142400065,129.0,5.9,Martin Campbell
85000000,Drama Fantasy Romance,en,71485043,113.0,6.8,Vincent Ward
85000000,Comedy Fantasy Romance,en,0,90.0,5.2,Steven Brill
88000000,Adventure Fantasy Action Comedy Thriller,en,105316267,118.0,5.6,Terry Gilliam
70000000,Comedy Fantasy Science Fiction,en,101371017,106.0,6.1,Tim Burton
0,Mystery Drama Horror,fr,0,81.0,6.4,Lucile Hadzihalilovic
0,Action Adventure Drama,en,43312294,117.0,6.7,Lee Tamahori
80000000,Action Science Fiction Thriller,en,122444772,89.0,5.9,Jonathan Mostow
80000000,Drama Thriller,en,34566746,145.0,6.9,Roger Donaldson
80000000,Action Adventure Thriller,en,159212469,115.0,5.8,Rob Cohen
80000000,Animation Family Adventure,en,126546518,87.0,5.2,Barry Cook
44000000,Action Science Fiction War,en,21400000,118.0,3.0,Roger Christian
80000000,Animation Comedy Family,en,68514844,90.0,5.6,Joe Dante
80000000,Drama Music Romance,en,53825515,112.0,5.1,Rob Marshall
80000000,Action Adventure Science Fiction,en,19480739,116.0,5.4,Richard Donner
80000000,Drama Adventure,en,17626234,177.0,6.1,Kevin Costner
90000000,Adventure Comedy Drama Family Fantasy,en,69131860,92.0,5.2,George Miller
90000000,Fantasy Action Adventure,en,146936910,106.0,5.7,Breck Eisner
80000000,Thriller Action Science Fiction,en,33463969,106.0,5.4,Antony Hoffman
86000000,Adventure Fantasy Animation Family,en,107944236,94.0,6.0,Luc Besson
0,Documentary Family,en,19406406,84.0,7.3,Jacques Perrin
80000000,Thriller Science Fiction Adventure Action,en,5989640,110.0,4.8,Peter Hyams
130000000,Action Adventure History Romance Drama,en,117831631,105.0,5.2,Paul W.S. Anderson
8000000,Comedy Animation,es,0,89.0,5.3,Andr\u00e9s Couturier
60000000,Drama Romance,en,313542341,135.0,7.7,Ron Howard
45000000,Family Animation Drama,en,788241776,89.0,8.0,Roger Allers
79000000,Adventure Action Science Fiction,en,355692760,94.0,5.8,Brad Peyton
78000000,Animation Family Comedy,en,248384621,95.0,6.4,Cody Cameron
78000000,Crime Thriller Horror,en,209196298,124.0,6.7,Brett Ratner
100000000,Western Adventure,en,108103450,136.0,6.5,Joe Johnston
79000000,Comedy,en,149673788,91.0,4.1,Dennis Dugan
76000000,Action Crime Thriller,en,236350661,107.0,6.2,John Singleton
64000000,Adventure Animation Fantasy,en,97571250,92.0,7.6,Mark Osborne
80000000,Science Fiction Thriller,en,15071514,99.0,5.7,Oliver Hirschbiegel
76000000,Action Adventure Animation Comedy Family,en,35134820,88.0,3.9,Des McAnuff
75000000,Animation Family,en,875958308,87.0,5.9,Chris Renaud
78000000,Fantasy Action Thriller Science Fiction,en,179265204,110.0,5.7,Stephen Norrington
76000000,Animation Comedy Family,en,970761885,98.0,7.0,Pierre Coffin
75000000,Action Adventure Science Fiction,en,816969268,145.0,6.7,Roland Emmerich
73000000,Adventure Action Science Fiction,en,229074524,129.0,6.2,Steven Spielberg
75000000,Family Animation,en,532680671,86.0,6.6,Eric Darnell
76000000,Drama Action Thriller Science Fiction,en,69959751,109.0,7.4,Alfonso Cuar\u00f3n
75000000,Adventure Action Science Fiction,en,296339527,104.0,6.8,Bryan Singer
75000000,Action Thriller Crime,en,258270008,110.0,6.4,Timur Bekmambetov
75000000,Action Adventure Thriller,en,335062621,136.0,6.9,Michael Bay
80000000,Animation Family Comedy Adventure,en,660940780,91.0,6.5,Carlos Saldanha
75000000,Comedy Romance,en,196482882,99.0,6.6,Peter Segal
50000000,Family Comedy Music Romance,en,90450008,117.0,6.5,Adam Shankman
80000000,Horror Mystery Thriller,en,78000586,114.0,4.7,Renny Harlin
75000000,Action Adventure Comedy Family,en,0,78.0,4.3,David Kellogg
75000000,Thriller Crime,en,117698894,115.0,7.3,Louis Leterrier
80000000,Comedy,en,271430189,102.0,6.0,Dennis Dugan
60000000,Comedy Drama,en,219417255,128.0,7.0,Steven Spielberg
35000000,Comedy Family,en,73034460,100.0,5.7,Thor Freudenthal
75000000,Action Adventure Thriller,en,215663859,124.0,5.9,Martin Campbell
75000000,Comedy Drama History,en,119000410,102.0,6.5,Mike Nichols
75000000,Animation Action Comedy Family,en,367275019,90.0,5.8,Vicky Jenson
70000000,Drama,en,154937680,134.0,6.6,Bill Condon
53000000,Comedy Crime,en,95226116,118.0,5.4,F. Gary Gray
70000000,Drama Action History Thriller,en,130358911,164.0,6.9,Steven Spielberg
70000000,Action Drama War,en,85632458,121.0,6.4,Antoine Fuqua
75000000,Action Comedy Thriller Romance,en,98159963,100.0,5.7,Robert Luketic
75000000,Comedy Action Adventure,en,108145109,116.0,7.1,Guy Ritchie
80000000,Comedy,en,55041367,130.0,5.8,James L. Brooks
75000000,Animation Comedy Family Fantasy,en,140175006,91.0,6.3,Gil Kenan
75000000,Action Comedy Crime Romance,en,67631903,123.0,6.2,Barry Levinson
55000000,Action Adventure Drama Romance,en,127600435,134.0,5.9,Jerry Zucker
75000000,Drama History Romance,en,0,148.0,6.4,Andy Tennant
75000000,Fantasy Action Drama,en,226904017,110.0,5.7,Tarsem Singh
52000000,Mystery Drama Thriller Crime,en,77944725,113.0,6.2,Florent-Emilio Siri
75000000,Animation Action Science Fiction Family Adventure,en,36754634,94.0,6.3,Gary Goldman
75000000,Action Adventure Comedy Thriller,en,51142659,116.0,5.0,Ron Shelton
75000000,Action War Science Fiction,en,14567883,99.0,6.1,Paul W.S. Anderson
0,Action Drama Horror Science Fiction Thriller,en,5802422,84.0,5.8,\u00c0lex Pastor
75000000,Adventure Fantasy Animation Action Comedy,en,5409517,93.0,4.3,Henry Selick
45000000,Action Adventure Drama Thriller,en,21009180,113.0,5.7,John Moore
75000000,Science Fiction Thriller Drama,en,248118121,106.0,6.9,M. Night Shyamalan
74000000,Family Animation Adventure Comedy,en,1156730962,91.0,6.4,Kyle Balda
82000000,Action Fantasy Thriller,en,89792502,110.0,5.9,Zack Snyder
73000000,Crime Mystery,en,103891409,98.0,5.8,Brian De Palma
75000000,Science Fiction,en,13100000,134.0,5.8,Barry Levinson
73000000,Family Animation,en,349779543,97.0,5.9,Fergal Reilly
70000000,Romance Comedy Adventure,en,111231041,112.0,5.4,Andy Tennant
75000000,Comedy Drama,en,61458982,146.0,5.7,Judd Apatow
70000000,Thriller Action Drama,en,86658558,110.0,6.5,Peter Berg
72500000,Comedy,en,162966177,116.0,6.2,Adam McKay
70000000,Comedy Family Romance Fantasy,en,176104344,87.0,4.9,Steve Carr
72000000,Action Drama History War,en,210000000,177.0,7.7,Mel Gibson
72000000,Drama War,en,96889998,125.0,6.6,Sam Mendes
75000000,Animation Comedy Family,en,527068851,87.0,6.9,David Silverman
72000000,Drama Romance,en,37317558,152.0,6.6,Frank Darabont
94000000,Action,en,54744738,116.0,4.5,Renny Harlin
74500000,Adventure Drama Family,en,62172050,109.0,6.9,Jean-Jacques Annaud
60000000,Drama Mystery Thriller,en,256697520,108.0,6.2,M. Night Shyamalan
71000000,Comedy Family Fantasy,en,294456605,85.0,5.4,Betty Thomas
72000000,Drama Thriller Science Fiction Mystery,en,408247917,106.0,6.4,M. Night Shyamalan
150000000,Adventure Animation Comedy Family Fantasy,en,919838758,93.0,6.7,Andrew Adamson
120000000,Animation Adventure Comedy Family,en,461983149,117.0,6.6,John Lasseter
70000000,Comedy Romance,en,309457509,116.0,5.7,Garry Marshall
70000000,Action Adventure Thriller,en,277448382,124.0,5.8,Rob Cohen
74000000,Animation Adventure Comedy Family,en,311594032,93.0,5.8,Paul Tibbitt
80000000,Action Thriller,en,309492681,117.0,6.4,Ron Howard
70000000,Drama Action Thriller War,en,319131050,153.0,7.9,Quentin Tarantino
70000000,Adventure Fantasy Comedy Family,en,300854823,144.0,6.6,Steven Spielberg
70000000,Action Thriller,en,240031094,124.0,6.6,Renny Harlin
80000000,Action Thriller Crime,en,116643346,117.0,5.8,Clark Johnson
68000000,Drama Mystery Romance Science Fiction Thriller,en,203388341,136.0,6.5,Cameron Crowe
75000000,Drama Thriller Fantasy Mystery,en,42285169,110.0,5.3,M. Night Shyamalan
70000000,Adventure Science Fiction Action,en,171183863,101.0,5.5,Paul W.S. Anderson
75000000,Comedy Family Animation Fantasy Music,en,443140005,88.0,5.4,Betty Thomas
75000000,Action History War,en,114660784,138.0,6.7,Randall Wallace
70000000,Action Thriller,en,161025640,120.0,6.2,Antoine Fuqua
70000000,Science Fiction Action Adventure Thriller,en,118000000,103.0,6.3,Jonathan Frakes
70000000,Action Science Fiction,en,202466756,116.0,5.5,Jonathan Liebesman
70000000,Adventure Fantasy Drama,en,122919055,125.0,7.6,Tim Burton
0,Fantasy,en,0,125.0,6.0,Mike Nichols
66000000,Drama War,en,177584879,146.0,7.0,Steven Spielberg
70000000,War Drama History Action,en,154984035,118.0,5.8,George Clooney
70000000,Adventure Action Thriller Science Fiction,en,90000098,139.0,7.1,James Cameron
70000000,Drama Crime,en,134748021,133.0,5.8,Oliver Stone
70000000,Horror Action Drama Fantasy War,en,215529201,92.0,6.2,Gary Shore
70000000,Drama Action Thriller Crime,en,116672912,116.0,6.0,Edward Zwick
70000000,Adventure Fantasy Romance Family,en,135560026,127.0,7.1,Matthew Vaughn
70000000,Adventure Drama History,en,131457682,136.0,7.0,Jean-Jacques Annaud
70000000,Comedy Drama,en,67112664,111.0,5.2,Ron Howard
70000000,Action Adventure Comedy Thriller,en,65977295,116.0,5.4,Joel Schumacher
60000000,Adventure Action Horror,en,55987321,105.0,5.0,Andrzej Bartkowiak
70000000,Action Adventure Comedy Thriller,en,33561137,97.0,5.2,Betty Thomas
70000000,Fantasy Action Horror,en,160112671,88.0,6.1,M\u00e5ns M\u00e5rlind
75000000,Comedy Drama Music Romance,en,59418613,123.0,6.0,Adam Shankman
70000000,Drama War,en,32287044,125.0,5.9,Gregory Hoblit
66000000,Action Adventure Thriller,en,57777106,116.0,6.1,Gary McKendry
0,Action Science Fiction Thriller,en,0,98.0,3.4,John McTiernan
70000000,Action Adventure Thriller,en,19924033,91.0,4.3,Wych Kaosayananda
70000000,Thriller,en,19870567,97.0,5.5,Mikael Salomon
75000000,Adventure Animation Action Comedy Family,en,13596911,95.0,5.9,Bobby Farrelly
70000000,Animation Music Family,en,18662027,88.0,5.9,Dan St. Pierre
70000000,Crime Drama Mystery,en,17752940,133.0,5.1,Michael Mann
70000000,Mystery Action Thriller Science Fiction Adventure,en,57958696,107.0,5.7,Kerry Conran
70000000,Crime Mystery Thriller,en,38629478,114.0,4.6,Michael Caton-Jones
50000000,Action Thriller,en,122915111,115.0,6.7,Mikael H\u00e5fstr\u00f6m
70000000,Action Adventure,en,61279452,99.0,4.4,Renny Harlin
68000000,Thriller Action Drama,en,193000000,124.0,5.9,Phil Alden Robinson
68000000,Adventure Fantasy Drama Romance,en,698491347,124.0,5.8,David Slade
68000000,Action Crime Thriller,en,71069884,124.0,6.7,Frank Oz
69000000,Animation Family,en,543513985,95.0,7.1,Pierre Coffin
60000000,Action Comedy Crime,en,35431113,103.0,5.4,Joseph Ruben
68000000,Comedy,en,217022588,115.0,6.2,Seth MacFarlane
70000000,Adventure Drama History,en,39041505,127.0,6.9,Alejandro Amen\u00e1bar
68000000,Adventure Fantasy Action Comedy Science Fiction,en,29762011,121.0,5.7,Kinka Usher
