budget,original_language,popularity,revenue,runtime,vote_average,vote_count,director,critique_success
20000000,en,11.62423,67192859,89,4.6,191,Stephen T. Kay,0
20000000,en,22.049787,84146832,96,5.8,381,Mennan Yapo,0
30000000,en,9.829859,45554533,77,6.3,143,Jun Falkenstein,1
20000000,en,29.295801,41596251,123,6.7,1261,Jaume Collet-Serra,1
20000000,en,14.136476,43967255,111,6.8,276,Boaz Yakin,1
20000000,en,6.064638,86865564,86,3.2,326,Jason Friedberg,0
20000000,en,41.503588,88346473,128,7.8,2686,Tom McCarthy,1
20000000,en,20.495749,27640028,110,5.9,292,Neil LaBute,0
20000000,en,13.906944,39143839,102,5.2,283,Takashi Shimizu,0
20000000,en,2.003047,37672350,124,6,24,Kevin Rodney Sullivan,0
0,en,11.349664,0,98,5.9,308,Peter Hewitt,0
20000000,en,11.203335,41237648,115,5.8,129,Barry Levinson,0
20000000,en,8.265317,35841901,98,6.1,131,Gary Nelson,1
20000000,en,18.632156,65464324,104,5.8,481,Anton Corbijn,0
20000000,en,6.92592,60000000,127,7,114,Gregory Nava,1
20000000,en,17.165039,80547866,82,4.2,315,Jason Friedberg,0
25000000,en,25.785925,135330182,143,6.9,1055,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,1
19800000,en,20.311684,41296320,103,6.5,505,Shawn Levy,1
20000000,en,20.975165,50907234,104,7,435,John Patrick Shanley,1
32000000,en,26.509175,50907422,98,6.6,660,Trey Parker,1
20000000,en,26.497025,47241945,92,5.3,465,John Luessenhop,0
0,en,14.211699,0,124,6.4,194,Jon Amiel,1
20000000,en,36.819044,78378744,86,4.6,793,Malcolm D. Lee,0
20000000,en,7.902536,31678778,158,6.2,63,Joshua Logan,1
20000000,en,30.909699,54586584,128,7.1,612,Gus Van Sant,1
20000000,en,16.663797,46069568,107,5.7,295,Kevin Reynolds,0
35000000,en,27.724913,68349884,91,5.3,531,Steve Beck,0
19000000,en,17.971883,35387212,108,6,328,Todd Strauss-Schulson,0
20000000,en,25.041992,67200000,108,6.3,444,John McNaughton,1
0,en,7.924428,0,101,5.4,167,Nelson McCormick,0
20000000,en,14.857884,45636368,113,6.3,257,John Madden,1
30000000,en,23.982956,47126295,113,7,628,Stephen Frears,1
20000000,en,12.458131,0,87,4.7,171,Eric Valette,0
20000000,en,3.996392,0,101,5.8,63,John Schlesinger,0
20000000,en,30.387754,64822796,112,6.6,697,Roger Donaldson,1
20000000,en,56.481487,72258126,108,7.9,3652,Michel Gondry,1
20000000,en,19.962713,32005248,105,6,368,Andy Fickman,0
20000000,en,18.666876,65569869,109,6.3,363,David Ayer,1
20000000,en,55.964605,46089287,109,6.7,1778,Edgar Wright,1
0,en,5.0348,0,99,5.8,143,Andrew Fleming,0
20000000,en,28.019226,51416464,98,6,634,Michael Spierig,0
20000000,en,16.176976,49779728,104,5.9,525,Jim Field Smith,0
20000000,en,17.237143,17425000,109,6,593,Thomas Bezucha,0
9000000,en,4.34503,27105095,100,5.3,155,William Brent Bell,0
0,en,11.360997,0,119,6.5,119,Simon Wincer,1
20000000,en,12.300789,39300000,88,5.3,124,Ben Gluck,0
20000000,en,15.804814,37597471,97,5.2,288,Renny Harlin,0
0,en,9.750557,0,105,6.3,148,Jessica Bendinger,1
40000000,en,4.100942,28972508,89,5.1,44,Robert Rodriguez,0
20000000,en,12.309715,21284514,106,6.7,175,Gus Van Sant,1
20000000,en,62.933899,83707310,96,7.1,2181,Henry Joost,1
20000000,en,16.074397,20211394,115,6.3,299,Ed Harris,1
20000000,en,17.016284,0,108,5.8,255,John Carpenter,0
806948,en,93.067866,32000000,109,8.2,2320,Alfred Hitchcock,1
20000000,en,17.145287,36620508,101,5.4,220,Howard Deutch,0
20000000,en,27.256849,34077920,103,6.7,542,Shana Feste,1
20000000,en,7.878177,0,113,5.6,130,Garry Marshall,0
20000000,en,0.173964,2297493,98,4.9,7,Steve Rash,0
20000000,en,14.370111,18432000,121,6.8,260,Richard Donner,1
20000000,en,11.090254,18253415,114,6.5,52,Mark Steven Johnson,1
20000000,en,20.82778,22222308,124,7.1,334,Mike Binder,1
15000000,en,43.644978,56255142,148,7.8,3045,Sean Penn,1
20000000,en,8.244324,17807569,100,5.6,111,Todd Phillips,0
20000000,en,23.292761,52302796,94,5,432,Michael J. Bassett,0
19000000,en,64.181668,25836616,108,6.9,1603,Robert Rodriguez,1
0,en,9.03154,0,68,6.4,88,Frank Nissen,1
0,en,4.031585,17519169,103,6.3,39,Jodie Foster,1
20000000,cn,13.658985,100914445,99,7.2,831,Stephen Chow,1
35000000,en,6.908351,0,88,4.3,20,Peter Hastings,0
20000000,en,10.446722,73276047,128,7.3,394,Marc Forster,1
20000000,en,32.243357,60427839,124,7.2,918,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,1
20000000,en,9.149089,16605763,84,5.8,52,Paul Abascal,0
20000000,en,5.596835,17432163,101,5.3,83,Chris Koch,0
0,en,5.214408,0,98,5,120,Amy Heckerling,0
20000000,en,10.50098,17436509,120,7,167,Michael Moore,1
20000000,en,3.011205,15473333,199,6.5,41,George Stevens,1
19500000,en,15.012237,34854990,111,6.2,336,Billy Ray,1
25000000,en,16.238961,14109284,87,3,240,Jason Friedberg,0
20000000,en,15.21229,22942221,88,5.5,208,Nimr\u00f3d Antal,0
20000000,en,6.397042,13801755,97,6.5,125,Jon Amiel,1
20000000,en,19.220789,30426096,106,6.2,671,Mark Mylod,1
20000000,en,35.232278,32204030,95,5.8,715,Stephen St. Leger,0
40000000,en,9.842771,0,99,4.8,139,Barry Levinson,0
20000000,en,35.542809,34560577,96,5.9,861,Brian Taylor,0
0,en,7.829295,0,98,7,130,Woody Allen,1
20000000,en,3.476925,13391174,123,6.1,12,Michael O. Sajbel,1
30000000,en,5.133744,27674124,101,6.4,81,Phillip Noyce,1
20000000,en,14.031377,12482775,101,6,289,Gore Verbinski,0
20000000,en,17.227376,12398628,96,6.1,139,Walter Hill,1
0,en,17.98817,0,102,6.4,286,David Koepp,1
20000000,en,15.66135,17280326,108,5.7,220,Renny Harlin,0
20000000,en,19.705311,24145613,116,6.7,641,Matt Reeves,1
0,en,2.645722,0,93,4.5,48,Charles T. Kanganis,0
0,en,17.662683,0,102,6.2,424,Michel Gondry,1
0,en,2.894154,0,103,6.4,62,Stephen Frears,1
20000000,en,29.371987,12639297,115,5.6,797,John Hillcoat,0
20000000,en,11.352693,10686841,96,7.3,187,Woody Allen,1
20000000,en,7.553773,0,98,5.4,62,Damon Santostefano,0
20000000,en,30.477114,36606743,100,6.3,950,John Wells,1
20000000,en,9.927018,0,106,5.6,105,Neil Jordan,0
20000000,en,12.379781,0,101,6.5,147,Woody Allen,1
20000000,en,12.643703,16974459,105,6.5,297,James Wan,1
21000000,en,15.440465,0,99,6.5,284,Kirk Jones,1
0,en,5.886228,9109322,88,1.9,35,Bob Clark,0
0,en,6.925645,12382362,83,5.4,133,Les Mayfield,0
20000000,en,9.36146,10337477,84,4.7,78,Les Mayfield,0
20000000,en,6.102663,11341016,98,6.4,24,Michael Lembeck,1
8000000,en,0.709143,20000000,149,6.5,15,Bob Fosse,1
20000000,en,45.742217,11110975,148,6.5,833,Paul Thomas Anderson,1
0,en,1.682839,0,85,3.2,18,Frank Passingham,0
20000000,en,8.237336,16549477,110,5.9,88,Benson Lee,0
20000000,en,2.605374,7000000,83,4.1,20,David Zucker,0
12000000,en,29.072964,15008161,107,5.3,631,Robert Rodriguez,0
22000000,en,1.322528,0,100,5.8,82,Glen Morgan,0
0,en,4.961306,6575282,87,4.7,69,Fred Wolf,0
0,en,8.628519,0,160,6.7,41,Mike Leigh,1
20000000,en,12.232048,6420319,106,7,185,Alejandro Monteverde,1
15000000,en,27.133277,27462041,99,6.2,571,David Cronenberg,1
8700000,en,26.093043,7659918,100,6.8,532,Richard Linklater,1
0,en,13.621201,0,117,7,216,Curtis Hanson,1
20000000,en,9.292987,10442808,96,3.1,173,Uwe Boll,0
20000000,en,7.716606,5210988,111,5.4,126,Todd Graff,0
20000000,en,7.698075,0,100,5.9,179,Jonathan Glazer,0
20000000,en,37.629309,12007070,125,6.5,546,J.C. Chandor,1
0,en,2.405911,0,114,6.3,26,Paul Gross,1
0,en,3.350297,0,119,6.3,59,Marc Abraham,1
20000000,en,13.032308,4001121,135,6.6,195,Todd Haynes,1
20000000,en,15.131867,16863583,93,4.8,271,Mabrouk El Mechri,0
20000000,en,10.218307,5530764,114,6.8,203,Rian Johnson,1
21000000,en,12.761176,0,124,7.4,278,Charlie Kaufman,1
26500000,ja,60.732738,159375308,134,8.2,1983,Hayao Miyazaki,1
0,fr,0.49446,0,114,5.7,20,Jean-Paul Rappeneau,0
0,en,6.574285,0,124,4.9,9,Nancy Walker,0
2000000,en,14.617944,5048693,104,7.1,218,John Hillcoat,1
20000000,en,3.102987,0,118,6.8,36,Angelo Pizzo,1
20000000,en,5.65327,1675706,84,3.3,12,Richard Benjamin,0
20000000,en,44.566609,5359645,107,6.9,1552,Kurt Wimmer,1
40000000,zh,8.978408,7400000,125,6.5,52,Roger Spottiswoode,1
0,en,10.150993,0,115,6,97,James Gray,0
0,en,0.28576,0,88,2.2,8,Matthew Diamond,0
10000000,en,11.267676,3727746,122,5.4,156,Angelina Jolie,0
20000000,ja,9.129808,0,126,6.4,102,Katsuhiro \u014ctomo,1
0,en,2.013405,0,101,5.8,14,David Anspaugh,0
0,en,20.086645,0,101,5.9,286,Andrew Jarecki,0
20000000,en,3.581906,305070,107,6.2,33,Kevin Reynolds,1
0,cn,12.373248,47301471,86,6.1,107,Stephen Chow,1
0,fr,12.283025,0,118,5.8,221,Jean-Marie Poir\u00e9,0
20000000,en,10.617236,4634062,107,4.5,139,Kevin Munroe,0
20000000,en,6.377308,0,100,5.5,48,Daniel Algrant,0
20000000,en,3.620537,346594,110,6,31,Julie Taymor,0
0,en,27.215666,17671101,106,5.3,585,Alejandro Amen\u00e1bar,0
0,en,4.127155,0,102,6.6,35,Daniel Lee,1
20000000,en,13.118983,0,95,6.3,130,Mike Barker,1
20000000,en,14.182301,0,83,5.3,68,Wayne Thornley,0
0,ta,0.416179,0,170,5,3,Gnana Rajasekaran,0
0,en,0.485405,0,98,0.5,1,Tom Walsh,0
20000000,en,7.444189,0,105,6.1,109,Jonathan Jakubowicz,1
20000000,en,33.625477,0,96,5.4,404,James McTeigue,0
27220000,en,28.060472,5496951,105,6.1,465,Scott Walker,1
19400000,en,20.746932,0,125,7.1,312,John Curran,1
27000000,de,7.727035,0,150,7.1,157,Uli Edel,1
22000000,en,45.707835,424208848,181,7.6,1046,Kevin Costner,1
20000000,en,28.497242,216197492,92,5.4,1584,Jake Kasdan,0
19000000,en,11.47316,110879513,113,6.7,141,Harold Becker,1
19000000,en,25.28132,70067909,95,6.1,713,Mark Rosman,1
14000000,en,45.99611,173046663,111,7,1476,Wes Craven,1
0,en,20.392858,0,91,5.4,440,Steve Beck,0
19000000,en,78.699993,44017374,144,8.1,3757,Stanley Kubrick,1
19000000,en,76.603233,381109762,116,8,6079,Robert Zemeckis,1
19000000,en,13.664614,40846082,93,5.5,209,William Malone,0
0,en,2.242809,0,113,6,40,Tyler Perry,0
27000000,en,1.224105,0,90,3.9,8,Rob Hawk,0
19000000,en,27.494037,49830607,101,5.9,583,Josh Gordon,0
18000000,en,18.47518,101564935,95,5.3,404,Shawn Levy,0
19100000,en,10.559414,5728213,109,6.5,208,Lee Tamahori,1
0,en,1.916351,0,85,4.6,8,Britt Allcroft,0
20000000,en,28.867568,54956140,101,6.2,633,Breck Eisner,1
15000000,ja,118.968562,274925095,125,8.3,3840,Hayao Miyazaki,1
0,zh,3.376967,0,110,5.9,43,Alan Yuen,0
25000000,en,7.436491,8613462,132,6.5,108,Roger Donaldson,1
0,en,57.84156,76586316,131,7.4,1486,Brian Percival,1
19000000,en,17.952817,18755936,109,6,342,Sean Anders,0
19000000,en,21.959742,29922472,100,6.4,465,Anand Tucker,1
19000000,en,4.229942,4750000,188,6,33,Anthony Mann,0
19000000,en,11.766564,6928068,97,6.2,208,Michael Dowse,1
0,en,2.366251,5310554,121,5.8,40,Daniel Barnz,0
19000000,en,0.068228,2119994,93,5.6,5,Emile Ardolino,0
18000000,en,5.380733,0,116,6.1,12,Robert Altman,1
0,en,5.625989,0,110,6.8,69,James Schamus,1
19000000,en,30.205943,108047131,90,6,588,Andrew Douglas,0
19000000,en,26.441669,32801173,114,7.3,638,Spike Jonze,1
15000000,en,15.262492,46770602,93,6,381,George A. Romero,0
0,cn,1.583918,0,107,5.8,11,Danny Pang,0
18500000,en,44.511363,10680275,118,7.2,1301,Terry Gilliam,1
18500000,en,16.665841,31912793,100,6,518,Ricky Gervais,0
18000000,en,36.471231,268157400,96,6.2,2713,Nicholas Stoller,1
23000000,en,85.30318,351583407,101,6.6,2472,Chuck Russell,1
18000000,en,20.716023,151668774,104,6.9,993,Penny Marshall,1
18000000,en,29.487784,261572744,82,6.5,1579,Larry Charles,1
18000000,en,25.43954,141774679,96,6.1,882,Robert Luketic,1
18000000,en,15.314027,87000000,105,6.4,434,Leonard Nimoy,1
19000000,en,32.602868,144216468,122,6.3,659,Scott Derrickson,1
17000000,en,9.832326,65535067,88,5.5,308,Mike Mitchell,0
16000000,en,33.452469,19682924,110,3.7,392,Vic Armstrong,0
0,en,14.190837,0,103,6.2,249,Thomas Bezucha,1
18000000,en,6.501815,65070412,106,5.6,74,Kevin Rodney Sullivan,0
23000000,en,26.58873,76488889,91,6.5,656,Terry Zwigoff,1
16500000,en,36.15716,67683989,94,6.5,1013,Jay Roach,1
18000000,en,16.027955,88923251,94,5.5,322,Kirk Jones,0
21000000,en,14.329891,72417394,99,6.3,238,David Bowers,1
18000000,en,50.009408,98235548,107,7.3,2093,John McTiernan,1
18000000,en,31.82675,51973029,160,7.8,1076,Milo\u0161 Forman,1
0,en,9.642041,14796236,88,4.8,167,Nelson McCormick,0
17000000,en,36.423717,129042871,97,6.9,2320,Mark Waters,1
0,en,12.309718,0,113,6.4,172,Audrey Wells,1
19800000,en,11.693272,87754044,137,6.8,246,Robert Altman,1
18000000,en,12.243887,41382841,103,5.9,136,Francis Ford Coppola,0
18000000,en,89.811154,103215094,119,7.4,4535,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,1
18000000,en,34.694216,99206215,98,7,1098,Woody Allen,1
15000000,en,17.50138,76286096,111,6.9,367,Paul Greengrass,1
18000000,en,18.492655,62646763,94,6,303,Bille Woodruff,0
18000000,en,11.238522,0,81,4.9,147,Rick Friedberg,0
1000000,en,14.518598,21378361,89,6.4,311,John Carpenter,1
18000000,en,19.234672,47088990,106,6.9,342,Sean McNamara,1
18000000,en,4.504377,24911670,121,6.7,72,Mike Nichols,1
0,en,10.529143,24007324,86,5.6,225,Jody Hill,0
18000000,en,18.379124,100000000,103,5.8,383,Richard Fleischer,0
18000000,en,35.524457,23000000,129,7.7,938,Martin Scorsese,1
18000000,en,13.472365,36133014,109,5.6,180,Brandon Camp,0
18000000,en,8.321586,0,109,6.7,167,Barry Levinson,1
0,en,7.668063,0,107,5.5,135,Kevin Tancharoen,0
18000000,en,52.464877,35692920,94,7,2606,Danny Boyle,1
0,en,11.423533,0,94,6.4,155,Woody Allen,1
18000000,en,6.961736,17200925,115,6.8,90,Nicholas Hytner,1
17000000,en,9.191187,24000000,107,5.4,167,Jessie Nelson,0
18000000,en,4.492859,16702864,92,4.9,76,Bart Freundlich,0
18000000,en,5.706767,0,125,7.2,120,Irwin Winkler,1
30000000,en,53.670525,34441873,122,6.8,1573,Danny Boyle,1
18000000,en,14.15192,0,102,5.1,197,Chris Columbus,0
18000000,en,13.462544,0,87,5.9,319,Miguel Arteta,0
18000000,en,11.725805,2945600,98,3.7,14,William A. Fraker,0
21000000,en,7.047975,28008462,109,6.2,92,John Boorman,1
18000000,en,13.628601,12000000,108,7.3,236,Brian De Palma,1
18000000,en,16.520516,10501938,90,4.9,246,Courtney Solomon,0
18000000,en,14.916264,8038061,112,6.9,176,Ang Lee,1
18000000,en,9.633711,25312387,94,5.7,164,Rob Reiner,0
0,en,3.455018,0,105,5.6,56,Jeff Kanew,0
0,en,1.946634,0,104,6.4,23,Istv\u00e1n Szab\u00f3,1
17000000,en,12.313143,6735922,117,5.8,177,Adrian Lyne,0
18000000,en,3.258422,14110013,108,6.5,67,Matthew Robbins,1
0,en,3.659292,0,112,6.7,55,Michael Hoffman,1
18000000,en,24.548633,5887457,127,7.3,630,Tim Burton,1
18000000,en,17.683563,20275812,111,6.7,299,Jason Reitman,1
18000000,ru,10.1449,26527510,120,6.5,158,Sergei Bodrov,1
18000000,en,31.887978,25739015,114,6.9,836,Guy Ritchie,1
0,en,1.110179,0,99,3.5,15,Hal Needham,0
0,en,9.814785,0,242,7.3,117,Kenneth Branagh,1
25000000,en,1.876811,20719451,117,6.8,28,Bruce Beresford,1
18000000,en,32.717853,6212282,112,6.2,694,Jeff Nichols,1
0,en,8.945081,0,108,6.2,149,Woody Allen,1
18000000,en,13.916583,22309223,116,6.7,273,Jonathan Teplitzky,1
15238800,de,17.94739,0,144,7.2,255,Michael Haneke,1
0,en,2.525569,0,90,5.3,11,Zack Ward,0
2700000,en,10.47644,3500000,93,5.9,108,Mike Marvin,0
18000000,en,10.991281,676698,103,7,104,D.J. Caruso,1
18000000,en,7.871686,7972967,93,6.7,83,Nimr\u00f3d Antal,1
18000000,en,6.333869,382174,98,4.4,60,Gregor Jordan,0
18000000,en,1.138383,871279,338,6.7,50,Olivier Assayas,1
18000000,en,8.266124,0,114,5.6,20,Tran Anh Hung,0
0,en,0.910529,0,121,9.3,2,Lance Hool,1
3500000,en,18.025206,34000000,96,6.9,270,George A. Romero,1
18000000,en,10.144222,0,92,4.5,179,Chuck Russell,0
18000000,fr,9.244181,1831348,105,6.7,77,Christian Volckman,1
17900000,en,12.752463,6948633,89,5,206,Richard Fleischer,0
14000000,en,22.748174,13551174,119,6,376,Rodrigo Cort\u00e9s,0
20000000,en,33.436092,121463226,113,7,2100,Greg Mottola,1
0,en,3.107371,90508336,103,6.4,52,Tyler Perry,1
18000000,en,7.922639,0,90,5.7,82,David Hayter,0
23000000,en,28.973074,150816700,98,6.5,640,Jon M. Chu,1
15000000,en,23.980329,51053787,80,5.9,479,Cory Edwards,0
17500000,en,28.60542,38000000,121,7.5,793,Terry George,1
24000000,en,42.669304,99965753,89,5.9,966,Xavier Gens,0
17500000,en,7.180403,7018189,93,5.8,16,Kasi Lemmons,0
18000000,en,21.638673,266586800,93,4.6,218,Brian A Miller,0
0,en,2.64486,0,116,5.4,18,Matt Dillon,0
0,en,25.881355,0,101,7.4,1660,Alejandro Amen\u00e1bar,1
18500000,en,67.66094,183316455,137,7.7,3220,James Cameron,1
17000000,en,20.786616,72070731,170,7.4,352,George Cukor,1
17000000,en,27.654472,125586134,100,5.6,687,Jim Gillespie,0
17000000,en,70.668923,136621271,104,6.4,1219,Luke Greenfield,1
16000000,en,23.425431,109502303,126,6.9,478,Alexander Payne,1
17500000,en,14.304444,19179969,110,5.8,172,Jay Chandrasekhar,0
300000,en,30.301307,70000000,91,7.4,1035,John Carpenter,1
17000000,en,3.56033,0,87,4.7,30,John Robert Hoffman,0
17000000,en,7.210095,71625195,123,6.7,110,Malcolm D. Lee,1
17000000,en,23.491962,57103895,109,6.4,534,Joe Carnahan,1
20000000,en,36.133536,136150434,90,5.8,730,Kevin Greutert,0
17000000,en,14.18136,0,94,5.2,297,Michael Lehmann,0
17000000,en,12.709227,30331165,81,5.9,198,John Fortenberry,0
17000000,en,24.054062,43165571,86,6,849,Daniel Barnz,0
15000000,en,35.107857,69623713,107,6.1,705,Alexandre Aja,1
0,en,10.149569,0,98,5.1,64,Sam Weisman,0
0,en,14.023082,45710059,128,7.4,213,Niki Caro,1
0,en,9.054803,0,99,5.6,54,Erik White,0
20000000,en,5.422285,21170563,105,6,32,Christian Robinson,0
17000000,en,32.746486,115350426,112,7.3,2247,Jason Moore,1
34000000,en,3.960098,19693891,108,4.8,63,Mike Tollin,0
0,en,10.178917,0,121,6.9,187,Sam Raimi,1
17000000,en,4.544216,0,89,4.6,74,Robert Harmon,0
0,en,2.184708,0,89,3.3,17,Trent Cooper,0
0,en,3.09159,0,73,6.3,14,Gary Halvorson,1
17000000,en,18.790102,29536299,133,6.2,293,Antoine Fuqua,1
17000000,en,3.321095,10000000,154,6.3,36,Nicholas Ray,1
17000000,en,33.912116,97542952,91,6.4,1723,Fede Alvarez,1
17000000,en,5.787891,20455276,95,5.6,101,Donald Petrie,0
17000000,en,7.864011,7314027,107,4.9,95,Paul Weitz,0
17000000,en,17.062117,19300000,90,4.1,318,Sidney J. Furie,0
0,en,1.782666,0,94,3,6,Ian Iqbal Rashid,0
17000000,en,19.311572,9500000,122,7,331,Wayne Kramer,1
0,en,2.897449,0,120,5.5,19,Rowdy Herrington,0
17000000,en,0.138564,0,97,2.9,15,Jim Goddard,0
40000000,en,36.960953,86915017,110,7.1,1615,Neil Burger,1
17000000,en,1.15641,2000000,102,5.6,19,Noel Marshall,0
17000000,en,9.583578,1569918,98,6.8,59,Joel Schumacher,1
17000000,en,25.112567,3758328,120,6.1,271,Andrea Di Stefano,1
17000000,en,9.349386,374743,144,5.2,153,Richard Kelly,0
15000000,fr,8.884405,0,80,6.5,129,Guillaume Ivernel,1
17000000,en,2.215261,8720000,91,5,27,Jack Smight,0
17000000,en,6.385234,9627492,82,4.5,140,Todd Lincoln ,0
16500000,en,20.935169,0,102,7,428,Howard Zieff,1
16800000,en,4.358255,2281089,122,5.8,73,Steven Shainberg,0
15000000,en,24.898687,43848069,126,7,546,Oliver Stone,1
16500000,en,20.898711,135000000,136,7.2,352,Ang Lee,1
16500000,en,18.236284,37311672,120,6.9,317,Julian Jarrold,1
16500000,en,10.74648,13620075,108,6,236,Joe Nussbaum,0
16500000,en,12.102725,16942795,126,7,199,Vadim Perelman,1
16400000,en,55.458584,235860116,129,8.1,2705,Peter Weir,1
16000000,en,35.777067,247275374,107,6.5,1859,Bobby Farrelly,1
16000000,en,18.430419,92823546,96,7.3,950,Rob Reiner,1
16000000,en,7.980632,53977250,129,7.4,131,Sidney Lumet,1
16000000,en,14.759948,119754278,93,5.9,542,Todd Phillips,0
0,en,9.229999,0,106,6,122,Brian Robbins,0
15000000,en,29.943316,133432856,100,7.3,1049,Michel Hazanavicius,1
16000000,en,15.788784,76514050,87,4.8,365,David S. Goyer,0
16000000,en,41.083914,68263166,94,7.6,1662,Wes Anderson,1
16000000,en,21.380635,0,91,5.9,402,Jonathan Liebesman,0
18500000,en,1.884558,6490401,120,6.4,30,Cyrus Nowrasteh,1
0,en,4.382761,0,80,3.7,78,Perry Andelin Blake,0
19000000,es,90.809408,83258226,118,7.6,3041,Guillermo del Toro,1
0,en,6.579017,0,94,4.8,44,John Whitesell,0
16000000,en,7.854989,29381649,130,7.4,55,John Singleton,1
16000000,en,11.807269,40492759,91,5.3,224,Christian E. Christiansen,0
17700000,en,15.976335,30987695,91,5.5,242,Dennie Gordon,0
15000000,en,10.484642,30102717,110,5.3,215,Sheldon Lettich,0
12000000,en,38.623178,80573774,121,7.4,2199,Edgar Wright,1
16000000,en,8.8321,50007546,114,4.6,96,Diane English,0
15000000,en,32.758254,96408652,96,6.7,1020,Woody Allen,1
25000000,sv,6.091033,0,139,6.4,76,Peter Flinth,1
16000000,en,9.119797,20627372,94,5.4,103,Robert Iscove,0
0,en,9.423866,0,109,7.2,108,Peter Kosminsky,1
16000000,en,32.257414,31556061,100,5.3,837,Karyn Kusama,0
16000000,en,3.021835,15427192,96,5.4,43,Nick Gomez,0
16000000,en,7.612849,0,90,7,127,Woody Allen,1
20000000,en,36.764666,0,113,6.9,948,Allen Coulter,1
0,en,3.199784,0,99,5.7,42,Clare Kilner,0
20000000,en,9.455596,13854000,108,5.3,131,Richard Benjamin,0
26000000,en,44.301745,206678440,125,7.6,988,Jonathan Demme,1
16000000,en,19.890428,18564088,100,6.8,378,Josef Rusnak,1
16000000,en,0.830596,12,97,4.6,10,Lance Rivera,0
0,en,2.637355,0,107,5.1,36,Ronald Neame,0
0,en,2.25453,0,112,5.5,34,Bruce Paltrow,0
16000000,en,8.711782,0,112,6.4,113,Woody Allen,1
6500000,en,5.700333,4217115,95,6.7,100,Adam Rifkin,1
16000000,en,29.253833,5900000,116,6.8,624,Russell Mulcahy,1
16000000,en,8.842869,2849142,113,6.7,90,Susanne Bier,1
16000000,en,2.848727,1686429,97,4.3,48,Kenneth Johnson,0
16000000,en,13.832464,5867686,117,6.2,250,James Gray,1
0,en,4.488547,0,135,6.9,21,James Ivory,1
20000000,en,38.802415,24261569,101,6.5,956,Danny Boyle,1
16000000,en,9.400404,14822346,86,4.7,108,Jessy Terrero,0
11000000,fr,18.923181,53191886,106,6.8,615,Dany Boon,1
0,en,2.397987,0,96,6.3,29,Vicente Amorim,1
13000000,en,20.39955,754249,161,7.2,387,Gaspar No\u00e9,1
16000000,en,7.251897,0,93,4.8,91,Amy Heckerling,0
16000000,en,43.217089,47801389,93,7.7,1717,Lasse Hallstr\u00f6m,1
16000000,en,14.529496,0,110,6.7,172,J\u00e9r\u00f4me Salle,1
16000000,en,20.59148,3442853,122,6.4,258,Tommy Lee Jones,1
15600000,en,2.244947,0,91,4.2,20,Jesse Vaughan,0
0,en,1.326264,0,115,5.7,16,Atom Egoyan,0
0,en,0.212108,0,99,5.3,3,William Bindley,0
15500000,en,6.630856,1237615,93,5.5,16,Wayne Beach,0
15300000,fr,18.20957,0,94,6.2,283,G\u00e9rard Krawczyk,1
15500000,en,17.327279,0,95,6.3,317,James Gunn,1
15000000,en,29.843818,316360478,105,6.8,961,Martin Brest,1
18000000,en,2.186927,476684675,103,7.1,2414,Chris Columbus,1
0,es,12.335827,0,102,5.8,253,Leonard Nimoy,0
21000000,en,20.818567,177200000,116,6.9,421,Sydney Pollack,1
15000000,en,58.900647,356830601,110,6.7,1698,Tony Scott,1
17000000,zh,45.742254,213525736,120,7.2,927,Ang Lee,1
15000000,en,80.878605,356296601,122,7.9,3313,Sam Mendes,1
15000000,en,54.053576,414211549,118,7.6,2752,Tom Hooper,1
15000000,en,17.638286,216614388,107,5.7,559,Ivan Reitman,0
15000000,en,3.803495,317000,102,6.4,52,Udayan Prasad,1
15000000,en,17.571533,146292009,154,7.7,338,Steven Spielberg,1
16000000,ko,4.628525,11301649,120,6.5,48,Yoon Je-kyoon,1
14000000,en,145.364591,233555708,113,8,5723,Morten Tyldum,1
0,en,12.18838,0,109,6,102,Howard Zieff,0
15000000,en,3.826685,67182787,125,7.2,67,Michael Apted,1
15000000,en,21.095489,75700498,92,5.9,355,Thor Freudenthal,0
15000000,en,47.455148,146497771,100,6,1401,Andy Muschietti,0
15000000,en,22.838834,61399552,98,7.1,410,Harold Ramis,1
15000000,en,27.165222,151831537,92,6,680,Jeff Tremaine,0
15000000,en,19.113278,123384128,103,6.8,338,Stephen Frears,1
15000000,en,58.553213,73326666,92,7.1,1444,Tim Burton,1
15000000,en,2.005111,55184721,113,6.1,33,Tyler Perry,1
18000000,en,16.418639,0,115,7,215,Gillian Armstrong,1
17000000,en,43.675191,127730736,95,6.1,1206,James Watkins,1
15000000,en,4.688212,66966987,87,5.4,268,Simon West,0
15000000,en,9.125594,52970014,88,5.6,197,Shawn Levy,0
15000000,en,19.786392,50000000,183,7.8,921,Michael Cimino,1
15000000,en,13.581966,64256513,97,6.7,270,Barry Levinson,1
17000000,en,11.927667,55534455,94,5.7,280,Jim Fall,0
35000000,en,30.556135,42930462,112,5.8,1138,Ric Roman Waugh,0
15000000,en,31.565117,61548707,98,5.9,584,Michael Dougherty,0
15000000,en,21.535126,40283321,104,6.2,492,Robert Rodriguez,1
