budget,original_language,popularity,revenue,runtime,vote_average,vote_count,director,critique_success
47000000,en,7.859226,103738726,103,5.9,251,Warren Beatty,0
48000000,en,18.102572,124305181,113,6.6,339,John McTiernan,1
48000000,en,7.226115,35743308,132,6.5,103,Penny Marshall,1
15000000,en,63.071046,125212904,93,7.2,1488,Ted Kotcheff,1
0,ru,24.132271,0,167,7.7,357,Andrei Tarkovsky,1
47000000,en,10.410933,38085778,75,4.6,104,Yvette Kaplan,0
47000000,en,6.067212,12379402,104,5.7,74,Stephen Frears,0
38000000,en,15.401855,299288605,105,6.3,584,P.J. Hogan,1
0,en,10.698929,0,102,5.5,252,Joe Roth,0
46000000,en,41.322708,113714830,118,6.8,1148,Christopher Nolan,1
46000000,en,25.6713,150000000,111,7,661,Jonathan Frakes,1
47000000,en,22.581313,10539000,80,4.4,420,Jimmy Hayward,0
46000000,en,12.971122,100860818,117,6.2,232,Edward Zwick,1
45000000,en,26.721386,181000000,86,6.4,1424,Tom Shadyac,1
25000000,en,24.672234,15436808,127,6.6,573,Brad Furman,1
46000000,en,0.146783,5200000,140,6.5,2,Terence Young,1
46000000,en,28.964162,341631208,91,5,543,Brian Levant,0
45000000,en,49.353524,376141306,91,6.1,2757,Olivier Megaton,1
48000000,en,36.585509,220673217,84,5.8,912,David Zucker,0
45000000,en,32.624355,212000000,111,6.1,961,Donald Petrie,1
45000000,en,53.090422,101702060,93,5.8,1309,Eric Brevig,0
40000000,en,30.002907,95149435,113,6,697,Garry Marshall,0
45000000,en,17.923254,195268056,141,6.3,371,Alan J. Pakula,1
45000000,en,17.746719,117615211,119,6.4,278,Joel Schumacher,1
45000000,en,31.305336,175372502,97,7,1111,Rob Reiner,1
45000000,en,19.637704,178051587,117,6.3,433,Phillip Noyce,1
43000000,en,10.411996,154749918,101,5.6,406,Robert Luketic,0
46000000,en,88.496873,122126687,153,7.9,3085,Denis Villeneuve,1
45000000,en,52.081131,104876233,122,7.3,1634,Antoine Fuqua,1
45000000,en,30.816341,90683916,102,6.9,710,Dean Parisot,1
45000000,en,35.376971,141220678,83,5.4,982,Keenen Ivory Wayans,0
45000000,en,17.047276,165184237,103,6.5,501,James Bobin,1
45000000,en,43.815492,131183530,120,6.5,1905,Stephen Norrington,1
30000000,en,23.234651,76669806,136,7.3,496,Thomas Carter,1
45000000,en,17.270539,94935764,89,5.9,299,Roger Michell,0
45000000,en,27.684779,136885767,89,4.7,610,Luis Llosa,0
45000000,en,26.79781,113916474,100,5.8,575,David McNally,0
40000000,en,37.073127,244931766,135,7,1869,Richard Curtis,1
120000000,en,87.350802,363258859,95,6.8,2303,Andrew Stanton,1
35000000,en,26.134678,74558115,122,6.6,741,Albert Hughes,1
45000000,en,16.582709,170362582,110,5.5,313,Luis Llosa,0
45000000,en,10.731574,53854588,135,5.9,150,Ron Shelton,0
0,en,2.094151,0,111,6.2,26,Melville Shavelson,1
45000000,en,8.99269,56070433,95,5.6,176,Jesse Dylan,0
50000000,en,51.742065,104478416,109,6.6,1315,Garth Jennings,1
0,en,7.157635,0,93,4.3,69,Joel Zwick,0
45000000,en,12.06538,148412065,94,6.1,1292,Russell Mulcahy,1
40000000,en,44.120328,123494610,117,6.6,1006,Frank Coraci,1
45000000,en,6.156015,38399961,112,6.4,119,Wayne Wang,1
45000000,en,12.362876,0,111,6.1,210,Curtis Hanson,1
45000000,en,11.095914,0,96,5.9,134,Frank Oz,0
45000000,en,31.856589,82966152,131,6.2,766,Oliver Stone,1
25000000,en,24.459948,56422687,94,6.1,537,David R. Ellis,1
40000000,en,28.029015,160583018,88,6,852,Peter Howitt,0
50000000,en,20.239061,55181129,88,5.5,366,John A. Davis,0
40000000,en,25.876582,30925690,137,6.5,562,David Lynch,1
0,en,11.872841,0,133,7.1,410,Julie Taymor,1
35000000,en,20.360549,75225693,119,6.7,796,Sam Mendes,1
55000000,en,32.31022,65664721,105,6.2,661,Richard Donner,1
70000000,en,27.568194,72108608,101,5.4,676,Mathieu Kassovitz,0
45000000,en,6.250282,0,92,4.7,100,John Gray,0
45000000,en,11.120344,0,117,5.5,154,Harold Ramis,0
45000000,en,13.707183,57881056,86,5.3,244,John Schultz,0
35000000,en,12.495436,29400000,123,6.5,215,Sean Penn,1
45000000,en,6.803965,38058335,134,6.1,151,Susan Stroman,1
45000000,en,9.025236,17300889,100,4.7,136,Simon Wincer,0
57000000,en,7.524671,0,117,5.8,60,Billy Bob Thornton,0
44000000,en,3.770161,13681765,192,7.1,71,Oliver Stone,1
45000000,en,21.118196,60222298,128,6.7,670,Roman Polanski,1
45000000,en,6.513856,11203026,106,6,154,Stephen Sommers,0
45000000,en,11.387408,9323833,160,6.3,90,Spike Lee,1
110,zh,9.950505,0,114,6.6,203,Zhang Yimou,1
45000000,en,14.813057,42487390,99,5,332,Danny Pang,0
40000000,en,5.201688,8493890,85,6.3,80,Barry Sonnenfeld,1
45000000,en,5.361699,4607608,139,6.4,81,Mike Newell,1
45000000,en,3.848893,2154540,103,4,11,George P. Cosmatos,0
45000000,en,35.6585,160078586,101,6,1007,Oliver Parker,0
65000000,en,5.258726,73706,87,2.3,28,Lawrence Kasanoff,0
44500000,en,62.01056,232324128,120,7.1,3423,Ben Affleck,1
44000000,en,54.884297,368875760,130,7.2,1220,Andrew Davis,1
40000000,en,33.747825,136000000,110,5.5,858,Andy Tennant,0
44000000,en,16.245068,165615285,147,7.3,715,Barry Levinson,1
44000000,en,38.653969,300400432,96,6.3,864,George P. Cosmatos,1
44000000,en,3.937352,0,118,5.5,89,Brian Gibson,0
2600000,en,46.007991,84300000,88,6.9,1355,Ben Sharpsteen,1
44000000,en,5.380124,3484331,219,6.4,55,Michael Cimino,1
50000000,en,49.020045,111340801,106,6.4,1528,Len Wiseman,1
40000000,en,24.821138,34227298,109,5.6,685,Paul McGuigan,0
43000000,en,19.043286,80049764,136,7,302,Gus Van Sant,1
43000000,en,5.418921,0,103,6,208,Betty Thomas,0
45000000,en,25.999888,50871113,103,6.6,518,Louis Leterrier,1
43000000,en,18.65632,68696770,84,5.3,280,Roger Kumble,0
42000000,en,23.736535,270248367,154,6.6,501,Sydney Pollack,1
44000000,en,21.75433,48190704,99,6.8,566,Burr Steers,1
40000000,en,44.094856,51070807,93,6.3,1045,Simon West,1
42000000,en,62.714026,201585328,109,6.7,4074,Phil Lord,1
42000000,en,28.969151,363889678,124,7,1262,Roger Michell,1
45000000,en,31.789029,224834564,84,6.5,1150,Nick Park,1
42000000,en,33.238296,171963386,90,5.8,773,John Hamburg,0
40000000,en,6.420434,70100000,117,5.4,134,Reginald Hudlin,0
43000000,en,37.654688,158674180,117,6.5,1575,Paul Feig,1
31115000,en,13.244365,71000000,248,6.7,146,Joseph L. Mankiewicz,1
0,en,26.799913,73100172,105,6,593,Frank Coraci,0
42000000,en,14.046705,63781810,115,6.1,184,Carl Franklin,1
42000000,en,3.844926,0,126,6.5,47,Barbra Streisand,1
32000000,en,14.733513,55157539,119,6.1,305,Mark Pellington,1
42000000,en,16.122168,0,83,5.4,518,Larry Charles,0
32000000,en,28.22119,156167015,133,5.9,541,John Glen,0
42000000,en,45.151657,89162162,100,5.6,922,Catherine Hardwicke,0
60000000,en,15.205371,56359980,120,5.7,191,John Herzfeld,0
48000000,en,14.587367,20915465,104,4,232,Annabel Jankel,0
42000000,en,34.828241,24127895,122,7,1335,Andrew Niccol,1
31000000,zh,23.607392,177394432,99,7.2,635,Zhang Yimou,1
40000000,en,19.438503,36893721,91,5.3,388,Julie Anne Robinson,0
44000000,en,74.168016,12342632,112,6.1,2304,Seth Rogen,1
42000000,en,7.349497,11087569,100,6.3,136,Sngmoo Lee,1
33000000,fr,7.663515,14000000,100,6.8,148,Jean-Pierre Jeunet,1
41000000,en,32.798571,215000000,110,6.8,1626,Curtis Hanson,1
0,fr,5.794466,0,100,5.3,125,Jamel Debbouze,0
65000000,en,36.670399,117487473,132,6.6,907,Brian Helgeland,1
41000000,en,14.653718,0,88,5.3,281,Gordon Chan,0
40000000,en,73.085576,672806292,107,7.7,3147,M. Night Shyamalan,1
42000000,en,34.041407,46221189,102,6.2,925,Asger Leth,1
41000000,en,9.419726,7448385,100,5.6,248,David Frankel,0
8000000,en,28.456572,90815558,126,6.9,891,John G. Avildsen,1
40000000,en,49.664128,251171807,138,6.8,2807,David O. Russell,1
40000000,en,36.238968,317375031,108,6.7,1804,Anne Fletcher,1
70000000,en,19.439386,177841558,105,6.2,278,Bruce Beresford,1
40000000,en,43.345252,332000000,108,7.4,3829,Robert Zemeckis,1
40000000,en,115.241998,126546825,89,6.3,5878,Luc Besson,1
40000000,en,98.755657,571006128,125,5.2,3254,Sam Taylor-Johnson,0
38000000,en,21.998734,197011982,84,4.7,511,Robert Rodriguez,0
40000000,en,25.219805,152266007,149,7,509,Joel Schumacher,1
40000000,en,26.516624,190212113,98,6,699,Shawn Levy,0
40000000,en,37.084384,149295601,121,7.4,1526,Peter Berg,1
40000000,en,21.661028,107458785,128,6.7,354,Penny Marshall,1
40000000,en,68.794673,320170008,134,7,1949,James Wan,1
40000000,en,69.27822,224920315,120,7.1,3391,David Fincher,1
40000000,en,26.253357,177259441,129,6.2,959,Ken Kwapis,1
45000000,en,32.549282,178262620,83,5.3,750,David Zucker,0
40000000,en,24.992057,161834276,116,5.7,736,Wes Craven,0
40000000,en,45.769562,244527583,118,7.1,2900,Robert Zemeckis,1
40000000,en,36.301202,111811453,100,5.9,944,Etan Cohen,0
40000000,en,45.022964,215862692,128,7.1,1056,Francis Ford Coppola,1
40000000,en,22.853006,129540499,123,6.6,560,Nora Ephron,1
40000000,en,31.884559,95020213,128,6.8,787,Brian Helgeland,1
40000000,en,31.385257,128798265,139,7,767,Anthony Minghella,1
40000000,en,67.767785,169837010,110,5.4,1127,Bobby Farrelly,0
40000000,en,24.287306,120455994,120,6.7,542,Frank Marshall,1
35000000,en,53.114573,194564672,121,7.1,1881,Nancy Meyers,1
40000000,en,25.136082,124827316,102,6.1,555,Tim Story,1
40000000,en,37.776566,75505856,112,7.1,732,Michael Mann,1
40000000,en,21.743321,124731534,152,7.2,467,Taylor Hackford,1
40000000,en,66.003433,158733820,124,7.2,2691,Robert Rodriguez,1
40000000,en,24.862767,151161491,90,6.2,716,Pete Travis,1
41000000,en,25.391899,91636986,105,6.5,515,John Hamburg,1
40000000,en,29.854773,141069860,114,5.7,731,Bobby Farrelly,0
40000000,en,26.82041,205405498,189,7.5,502,Oliver Stone,1
40000000,en,17.61292,138259062,99,5.4,371,John Whitesell,0
57000000,en,21.021809,147845033,123,5.8,441,Gore Verbinski,0
20000000,en,52.571674,136267476,102,6.1,1350,Burr Steers,1
40000000,en,34.519636,196781193,109,6.2,1437,Nick Cassavetes,1
40000000,en,32.478077,186167139,82,5.4,831,David R. Ellis,0
40000000,en,48.445978,165478348,141,7.2,2583,Steven Spielberg,1
40000000,en,24.012986,91753202,106,6,457,John Moore,0
40000000,en,17.869443,90029656,109,5.9,612,Nicholas Stoller,0
50000000,en,14.231899,170128460,107,5.9,297,Peter Chelsom,0
40000000,en,23.088571,54682547,110,6.2,511,Joe Dante,1
40000000,en,19.833664,87840042,96,5,336,Mark A.Z. Dipp\u00e9,0
35000000,en,26.595983,75395048,131,7.3,453,Kevin Reynolds,1
40000000,en,26.072228,85412898,119,7,902,Brad Furman,1
30000000,en,38.643914,130786397,113,6.5,1265,Jaume Collet-Serra,1
40000000,en,74.440708,109676311,130,8,4391,Christopher Nolan,1
42000000,en,82.185281,107670357,108,6.1,1536,Sean Anders,1
40000000,en,18.14218,74597643,89,5.7,332,Callan Brunker,0
40000000,en,41.570047,120175290,139,7.3,1221,Mel Gibson,1
40000000,en,23.331459,191185897,130,6.2,440,John Glen,1
40000000,en,47.649554,126248813,107,6,1206,Nimr\u00f3d Antal,0
0,en,7.519433,0,116,5.8,51,Ivan Reitman,0
40000000,en,32.908414,92913171,96,6.4,972,David Koepp,1
40000000,en,29.88736,114830111,99,6.5,670,Alejandro Agresti,1
43000000,en,29.105407,91974818,104,6.4,573,Iain Softley,1
0,en,16.394452,51854875,105,6.5,386,Peter Hedges,1
40000000,en,19.574774,84601681,101,6,394,Paul Weiland,0
40000000,en,14.199933,67347013,134,6.8,255,Clint Eastwood,1
40000000,en,12.229516,45916769,135,6.7,235,Francis Ford Coppola,1
40000000,en,27.303608,141591324,98,5.8,629,Mathieu Kassovitz,0
36000000,en,3.698276,74000000,155,6.8,316,Steven Spielberg,1
40000000,en,7.021871,0,106,5.8,114,John McTiernan,0
40000000,en,39.381913,41797066,94,4.9,740,Colin Strause,0
40000000,en,14.398356,0,95,5.4,415,Donald Petrie,0
65000000,en,8.680334,0,103,5.7,135,Joan Chen,0
40000000,en,17.659032,145896422,96,6.2,554,Marc Lawrence,1
40000000,en,43.151268,97552050,104,6.5,1789,Greg Mottola,1
40000000,en,15.283444,41863726,95,5.4,284,Anne Fletcher,0
40000000,en,35.21926,97138686,111,6.1,902,Wes Craven,1
40000000,en,25.580272,96618699,123,6.1,474,Joel Schumacher,1
38000000,en,10.794175,34416893,140,6.7,275,Oliver Stone,1
40000000,en,72.641296,126069509,97,5.3,1695,Jake Kasdan,0
40000000,en,3.415534,36037909,94,5,40,Diane Keaton,0
47000000,en,38.555482,157887643,92,5.9,866,Steven Quale,0
0,en,6.786117,0,102,5.3,140,Kelly Makin,0
40000000,en,24.313684,55707411,122,7,432,Mimi Leder,1
30000000,en,9.965073,50451307,103,5.9,182,Bobby Farrelly,0
40000000,en,15.055732,0,102,5.5,275,Steven Brill,0
0,en,32.808675,0,116,5.8,1468,Seth MacFarlane,0
25000000,en,8.178203,48063435,108,5.4,138,Russell Mulcahy,0
40000000,en,31.066874,55247881,129,6.9,708,Stephen Daldry,1
40000000,en,22.491388,58785180,102,6.1,412,Roger Michell,1
40000000,en,12.885985,46442528,117,6.3,186,Jim Sheridan,1
40000000,en,7.832337,30199105,117,5.6,135,Christian Duguay,0
40000000,en,10.433667,31670620,135,6.7,155,Chris Columbus,1
40000000,en,3.321949,0,107,4.9,71,Chuck Russell,0
75000000,en,4.842626,29000000,90,5,45,Sam Weisman,0
40000000,en,13.210898,49627779,96,4.6,147,John Frankenheimer,0
40000000,en,3.296933,27053815,104,5.2,56,Peter Hyams,0
35000000,en,22.939557,0,115,6.4,477,Justin Chadwick,1
40000000,en,19.372805,65754228,119,6.4,278,Pat O'Connor,1
40000000,en,13.445697,62771059,99,5.4,205,Stephen Hopkins,0
500000,en,17.002096,3000000,110,7.2,345,Martin Scorsese,1
40000000,en,4.516953,24332324,128,5.9,81,Penny Marshall,0
40000000,en,33.785969,60965854,108,6.5,824,Olivier Megaton,1
40000000,en,16.059443,38172500,86,6.9,190,Frederik Du Chau,1
40000000,en,3.476966,22433915,108,5.7,92,Michael Caton-Jones,0
0,en,5.778724,0,128,5.9,48,Irwin Winkler,0
40000000,en,7.360793,46546197,84,4.7,119,Joseph Kahn,0
0,en,3.621837,0,111,6,67,Harold Becker,0
45000000,en,14.513305,20350754,128,4.9,256,Paul Verhoeven,0
40000000,en,22.364549,60474340,123,6.5,642,Sofia Coppola,1
40000000,en,6.90894,0,101,5.7,81,Barbet Schroeder,0
63600000,en,4.494788,19412993,102,4.8,145,Stephen T. Kay,0
42000000,en,47.559928,180274123,113,7,2025,Juan Antonio Bayona,1
55000000,en,2.410546,14375181,107,4.2,28,Elaine May,0
40000000,en,41.258956,46471023,87,7.5,1176,Wes Anderson,1
40000000,en,8.980846,16872671,103,5.7,124,Stephen Herek,0
40000000,en,7.222985,14358033,99,5.7,125,John Carpenter,0
10000000,fr,73.720244,173921954,122,7.8,3310,Jean-Pierre Jeunet,1
0,en,10.0403,0,91,5.5,185,Dennie Gordon,0
60000000,en,15.219263,13395939,103,5.6,248,Charles Shyer,0
40000000,en,8.303696,24719215,107,6.6,152,Ken Kwapis,1
38000000,en,4.746085,28121100,106,5.9,54,Ulu Grosbard,0
40000000,en,6.756886,18902015,101,3.2,105,William Malone,0
40000000,en,16.424807,28169671,109,5.5,348,Paul Weitz,0
40000000,en,15.590001,19322135,89,5.9,482,Danny DeVito,0
0,en,5.483671,0,103,6.3,47,Malcolm D. Lee,1
0,en,1.630541,0,115,5.2,21,Jerry Jameson,0
45000000,en,14.566664,10667893,82,4.2,135,Mic Rodgers,0
33000000,en,28.353517,20645327,108,6.5,774,Christian Alvart,1
40000000,en,9.579975,0,102,6.1,135,Gary Fleder,1
40000000,en,2.911819,10959475,93,5,28,Christian Duguay,0
0,en,10.844882,0,88,4.8,171,Jean-Marie Poir\u00e9,0
50000000,en,51.502884,32017803,107,7,1182,Danny Boyle,1
40000000,en,13.119133,22044277,91,6,373,Brian Robbins,0
40000000,en,4.238482,0,94,5.4,15,Marc F. Adler,0
40000000,en,26.935458,13644292,115,5.5,392,Pierre Morel,0
40000000,en,16.282962,23937870,93,5.1,213,Geoffrey Sax,0
20000000,en,31.690456,117760134,105,6.6,1006,D.J. Caruso,1
20000000,en,17.842246,7563728,107,6.2,398,Iain Softley,1
0,en,8.048305,0,101,6.6,96,Richard Shepard,1
30000000,en,14.188982,0,111,7.1,275,Joel Coen,1
40000000,zh,6.884467,0,126,6.3,83,Peter Chan,1
25000000,en,8.212018,0,112,4.3,17,Sergei Bodrov Jr.,0
39200000,ko,64.238688,86758912,126,6.7,2854,Bong Joon-ho,1
25000000,fr,17.375562,0,90,6.5,313,Bibo Bergeron,1
0,en,6.7698,0,90,5.9,15,Jeff Nathanson,0
15000000,en,44.690107,94000000,102,7.3,953,Alex Proyas,1
40000000,te,16.254032,100000000,159,7.5,135,S.S. Rajamouli,1
39000000,en,37.492928,101229792,107,6.7,798,Robert Schwentke,1
0,en,18.678415,69485490,102,5.8,191,Michael Lehmann,0
39000000,en,27.908783,35287788,87,6.6,932,Tim Burton,1
39000000,en,45.388937,38869464,119,7.4,1264,Joss Whedon,1
39000000,en,2.817364,6614280,106,4.5,32,Charles S. Dutton,0
39000000,en,22.164202,75850624,125,5.3,490,Richard Lester,0
40000000,en,21.362949,44907260,113,6,433,Peter Segal,0
80341000,zh,14.8375,127814609,150,7.1,205,John Woo,1
30000000,en,18.256028,180622424,108,6,394,Andy Tennant,0
38000000,en,22.332927,205298907,96,6.4,972,Robert Luketic,1
0,en,5.417787,0,90,5.5,94,Jonathan Lynn,0
38000000,en,24.085144,119723358,100,5.3,521,Robert Rodriguez,0
38000000,en,14.779041,120000000,118,6.4,452,David Carson,1
3860000,zh,19.947265,64076736,130,6.3,273,Wong Kar-wai,1
38000000,en,16.801218,114156230,120,6.7,850,Francis Lawrence,1
40000000,zh,5.057695,0,88,6.8,19,Yuefeng Song,1
50000000,en,20.825781,73956241,146,7.2,396,Norman Jewison,1
38000000,en,11.500783,51801187,114,6.2,264,Michael Apted,1
35000000,en,13.932203,0,123,5.7,254,David Mirkin,0
38000000,en,41.258487,107597242,94,5,567,Andy Fickman,0
53000000,en,6.454634,29700000,102,5.6,88,Luis Mandoki,0
38000000,en,5.257009,0,99,5.5,40,John Pasquin,0
38000000,en,30.359164,58401898,133,6.3,756,Roman Polanski,1
38000000,en,3.426555,17380126,118,5.7,80,Michael Apted,0
57000000,en,11.60815,16991902,105,6,190,Stephen Herek,0
10000000,en,18.664624,47536959,110,6.9,417,Lee Daniels,1
38000000,en,10.047579,10300000,129,6.3,86,Ridley Scott,1
15000000,en,52.731379,19629760,109,7.8,1588,John Carpenter,1
38000000,en,46.630062,98337295,119,6.2,2035,David Twohy,1
37000000,en,4.131546,6482195,118,5.8,52,Jeb Stuart,0
0,en,5.641978,0,110,5.4,19,Steve Miner,0
55000000,en,23.465539,17869048,90,6.2,605,Gil Kenan,1
32000000,en,25.682509,28258060,137,7,701,Paul Thomas Anderson,1
38000000,en,6.760922,5410749,93,4.3,75,David Leland,0
40000000,en,3.87823,9793496,130,7.1,71,Gary Fleder,1
38000000,en,57.889964,109906372,112,5.6,1945,J Blakeson,0
37000000,en,57.773583,173567581,133,7.3,1915,Ryan Coogler,1
37000000,en,24.218358,154026136,125,7,1468,Ben Affleck,1
40000000,en,27.009723,79700000,110,5.8,594,Kirk Jones,0
37000000,en,31.941347,163720069,96,6.5,1222,Joel Coen,1
37000000,en,14.353279,100076342,96,5.6,330,Jennifer Flackett,0
38000000,en,33.003828,90247624,123,7.7,2277,Ron Howard,1
37000000,en,30.993736,48451803,188,7.5,825,Paul Thomas Anderson,1
30000000,en,25.825771,55583804,107,5.3,511,Kevin Smith,0
38000000,en,46.078371,112343513,110,5.9,1201,Christian Ditter,0
37000000,en,6.63839,95404397,113,6.7,163,Charles Martin Smith,1
37000000,en,127.084938,392616625,122,5.8,3561,Catherine Hardwicke,0
36000000,en,27.465433,102244770,116,7,594,Nick Cassavetes,1
65000000,en,16.865782,117758500,93,6.1,352,Les Mayfield,1
37000000,en,100.348805,269994119,110,6.8,2972,Rawson Marshall Thurber,1
36500000,ru,2.785832,21834845,115,5.3,23,Fyodor Bondarchuk,0
36000000,en,9.176339,50159144,95,6.6,198,Jonathan Mostow,1
36000000,en,23.380757,160000000,134,5.8,338,Irvin Kershner,0
36000000,en,33.926473,64572262,101,6,894,Steve Pink,0
36000000,en,6.967857,52424533,107,6.7,96,Charles Martin Smith,1
42000000,en,11.470135,32168970,124,5.4,173,John Frankenheimer,0
36000000,en,19.854932,44350926,109,5.8,258,F. Gary Gray,0
37000000,en,29.652536,26250020,105,5.2,692,Cameron Crowe,0
0,en,8.102925,0,130,6.2,40,Rob Reiner,1
0,en,2.79483,0,127,6.3,32,Scott Hicks,1
37000000,en,11.492474,96047633,114,5.8,556,Mikael H\u00e5fstr\u00f6m,0
36000000,en,70.398356,12532777,106,7.5,1808,Andrew Niccol,1
36000000,de,1.068453,3003296,95,4.6,14,Andrew Bergman,0
37000000,en,6.293217,63800345,81,5.2,99,Kirk De Micco,0
0,en,3.457194,0,95,5.3,71,Chris Rock,0
35000000,en,82.21166,459270619,100,7.2,6173,Todd Phillips,1
36000000,cn,19.167377,156844753,105,6.5,379,Wilson Yip,1
33000000,en,18.316151,310940086,95,6.2,1011,Jay Roach,1
35000000,en,44.104469,411348924,126,7,2096,Tim Burton,1
0,en,6.668679,0,112,5.9,27,Roland Joff\u00e9,0
35000000,en,36.172182,321731527,118,6.4,811,Richard Donner,1
29000000,en,25.767395,309208309,129,7.2,1597,John Lee Hancock,1
35000000,en,21.543389,147934180,88,5.5,867,Robert Rodriguez,0
35000000,en,50.309843,117000000,98,6.5,2277,Seth Gordon,1
38000000,en,49.292384,252276927,110,7.2,1668,Joel Coen,1
35000000,en,83.893257,326551094,109,7,3088,David Frankel,1
35000000,en,24.616634,139000000,132,6.2,530,Robert Wise,1
35000000,en,34.005726,173965010,111,5.6,1645,Seth Gordon,0
35000000,en,27.714043,182300000,128,7,675,Martin Scorsese,1
35000000,en,45.149948,69823199,123,6.5,1375,Robert Luketic,1
35000000,en,72.774941,140795793,125,5.9,1181,Judd Apatow,0
35000000,en,3.74263,68915888,105,5.5,225,Kevin Rodney Sullivan,0
27000000,en,29.381878,231976425,162,7,542,Anthony Minghella,1
35000000,en,24.860326,126216940,138,7.7,1310,Curtis Hanson,1
35000000,en,11.041659,86369815,100,5.8,550,Mike Mitchell,0
35000000,en,11.897925,0,90,6.3,177,Frank Oz,1
35000000,en,23.607071,113374103,108,5.5,453,Roger Donaldson,0
1800000,en,38.204158,25504513,91,7.2,1180,Wes Craven,1
33000000,en,25.413955,104155843,107,6,436,Tarsem Singh,0
0,en,28.98027,0,132,6.3,1018,Randall Wallace,1
35000000,en,9.525037,60251371,123,6.8,103,Randall Wallace,1
34000000,en,18.39217,95608995,90,6,345,Kevin Munroe,0
32000000,en,9.254647,52277485,109,6.8,141,Mike Tollin,1
35000000,en,40.526587,150483765,109,6.5,2237,Will Gluck,1
35000000,en,50.179171,108758521,91,5.6,1462,Nicholas Stoller,0
35000000,en,31.957947,112544580,125,7.3,1226,John Lee Hancock,1
34000000,en,19.822791,48169908,202,7.2,370,Spike Lee,1
35000000,en,38.429648,88058786,134,5.6,896,Judd Apatow,0
35000000,en,13.707843,92219310,88,5.2,210,Walt Becker,0
35000000,en,51.927471,91353501,92,6.2,1428,Patrick Tatopoulos,1
35000000,en,14.503568,69307224,91,5.2,253,Ken Kwapis,0
0,en,6.74556,0,80,5.2,242,Dennis Dugan,0
30000000,en,11.120167,58405313,98,5.8,140,Gary David Goldberg,0
35000000,en,40.370442,41954997,127,7.4,1147,Mike Newell,1
33000000,en,40.715623,102984862,100,6.4,2065,Paul W.S. Anderson,1
10700000,en,36.230204,122200000,114,7,794,Tobe Hooper,1
0,en,23.666229,0,104,6,415,Joel Coen,0
35000000,en,25.903237,85416905,100,5.2,613,John Moore,0
40000000,en,60.231382,173930596,109,6.7,3417,Andrew Niccol,1
35000000,en,18.38292,77477008,106,5.7,458,Alan Poul,0
35000000,en,14.029012,59901913,112,5.9,296,Luke Greenfield,0
0,en,15.913783,0,95,5.1,287,Gil Junger,0
35000000,en,6.889633,35323292,102,6.9,97,Michael Ritchie,1
35000000,en,19.286099,99423521,102,4.1,325,Steven E. de Souza,0
35000000,en,50.587541,120072577,150,8,1864,Roman Polanski,1
35000000,en,3.721272,0,101,6.4,35,Catherine Hardwicke,1
40000000,en,17.157738,68766121,113,5.5,677,Jaume Collet-Serra,0
27000000,en,22.636908,115505027,104,6.7,811,Mike Nichols,1
35000000,en,28.069419,84606030,137,6,741,Clint Eastwood,0
35000000,en,19.774543,72436439,110,6,485,Alexandre Aja,0
35000000,en,11.644243,45479110,101,5.4,239,Michael Rymer,0
35000000,en,27.934978,57120318,108,5.9,730,Stephen Hopkins,0
35000000,en,12.677505,32483410,101,5.9,238,Gregory Hoblit,0
35000000,en,8.737058,40263020,112,6.3,245,Hugh Wilson,1
35000000,en,12.343507,27107960,111,6.1,233,Mike Hodges,1
35000000,en,14.699342,36098382,102,5.8,325,Kevin Smith,0
45000000,en,14.513243,30353232,101,5.1,300,Rob Cohen,0
35000000,en,5.525544,25105255,155,6.3,157,Clint Eastwood,1
8900000,en,15.079993,4100000,93,5.6,318,Scott Mann,0
35000000,en,23.835055,93246388,109,6,436,Susanna White,0
35000000,en,5.926966,0,140,6.1,81,Danny DeVito,1
30000000,en,25.454549,68369434,104,5.5,523,Chris Carter,0
31000000,en,22.71592,27388767,96,5.9,437,Tommy O'Haver,0
35000000,en,35.120736,50363790,123,7,823,Peter Landesman,1
35000000,en,19.893646,82087155,106,5.6,961,John Singleton,0
35000000,en,14.051852,19478106,76,5.2,235,Gary Chapman,0
35000000,en,9.011729,0,111,6.9,161,Curtis Hanson,1
35000000,en,19.088655,25871834,85,4.9,379,Craig Mazin,0
56000000,en,29.490057,19701164,109,5.7,593,Allen Hughes,0
35000000,en,11.195593,19294901,97,5.1,167,Wes Craven,0
35000000,en,17.709888,31083599,91,6.2,832,David Koepp,1
35000000,en,18.262017,51680201,87,5.4,647,Anne Fletcher,0
35000000,en,10.10364,29882645,132,6.5,159,Shekhar Kapur,1
35000000,en,28.670477,46216641,118,5.7,1455,Taylor Hackford,0
31000000,en,16.736734,41512007,98,6,293,Richard Loncraine,0
35000000,en,13.668633,39340177,92,4.6,149,Roger Kumble,0
30000000,en,9.780588,0,93,5.3,191,Kimble Rendall,0
27000000,en,9.904881,16519460,117,5.8,129,Peter Yates,0
35000000,en,9.789027,63215872,92,6,216,Robert Redford,0
35000000,en,6.81729,0,115,5.7,31,John Milius,0
35000000,en,10.73522,18317151,96,6.6,212,Jake Kasdan,1
0,en,11.1399,0,111,6.4,108,Lasse Hallstr\u00f6m,1
35000000,en,6.727949,13678913,94,5.7,55,Les Mayfield,0
35000000,en,16.343317,27409889,105,7,322,Jean-Marc Vall\u00e9e,1
