budget,genres,original_language,revenue,runtime,vote_count,director,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Romance,Science,TV,Thriller,War,Western,succes_critique
200000000,Adventure Action Thriller Crime,en,586090727,106.0,2965,Marc Forster,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
200000000,Adventure Fantasy Action,en,1065659812,151.0,5246,Gore Verbinski,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
255000000,Action Adventure Western,en,89289910,149.0,2311,Gore Verbinski,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
225000000,Action Adventure Fantasy Science Fiction,en,662845518,143.0,6359,Zack Snyder,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
225000000,Adventure Family Fantasy,en,419651413,150.0,1630,Andrew Adamson,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
220000000,Science Fiction Action Adventure,en,1519557910,143.0,11776,Joss Whedon,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
380000000,Adventure Action Fantasy,en,1045713802,136.0,4948,Rob Marshall,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
225000000,Action Comedy Science Fiction,en,624026776,106.0,4160,Barry Sonnenfeld,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
250000000,Action Adventure Fantasy,en,956019788,144.0,4760,Peter Jackson,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
215000000,Action Adventure Fantasy,en,752215857,136.0,6586,Marc Webb,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200000000,Action Adventure,en,310669540,140.0,1398,Ridley Scott,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
250000000,Adventure Fantasy,en,958400000,161.0,4524,Peter Jackson,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
180000000,Adventure Fantasy,en,372234864,113.0,1303,Chris Weitz,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
207000000,Adventure Drama Action,en,550000000,187.0,2337,Peter Jackson,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200000000,Drama Romance Thriller,en,1845034188,194.0,7562,James Cameron,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0
250000000,Adventure Action Science Fiction,en,1153304495,147.0,7241,Anthony Russo,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
209000000,Thriller Action Adventure Science Fiction,en,303025485,131.0,2114,Peter Berg,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0
150000000,Action Adventure Science Fiction Thriller,en,1513528810,124.0,8662,Colin Trevorrow,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1.0
200000000,Action Adventure Thriller,en,1108561013,143.0,7604,Sam Mendes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
200000000,Action Adventure Fantasy,en,783766341,127.0,4321,Sam Raimi,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200000000,Action Adventure Science Fiction,en,1215439994,130.0,8806,Shane Black,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
200000000,Family Fantasy Adventure,en,1025491110,108.0,4645,Tim Burton,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
210000000,Adventure Action Science Fiction Thriller,en,459359555,104.0,3525,Brett Ratner,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0
200000000,Animation Family,en,743559607,104.0,3528,Dan Scanlon,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
150000000,Science Fiction Action Adventure,en,836297228,150.0,3138,Michael Bay,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
210000000,Science Fiction Action Adventure,en,1091405097,165.0,3095,Michael Bay,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
200000000,Fantasy Adventure Family,en,491868548,130.0,3530,Sam Raimi,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
200000000,Action Adventure Fantasy,en,705717432,142.0,4179,Marc Webb,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
170000000,Adventure Action Science Fiction,en,400062763,125.0,2841,Joseph Kosinski,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0
200000000,Animation Family Adventure Comedy,en,559852396,106.0,2033,John Lasseter,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
200000000,Adventure Action Thriller Science Fiction,en,219851172,114.0,2487,Martin Campbell,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0
200000000,Animation Family Comedy,en,1066969703,103.0,4597,Lee Unkrich,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200000000,Action Science Fiction Thriller,en,371353001,115.0,2463,McG,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0
190000000,Action,en,1506249360,137.0,4176,James Wan,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
200000000,Action Drama Horror Science Fiction Thriller,en,531865000,116.0,5560,Marc Forster,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1.0
250000000,Action Adventure Fantasy Science Fiction,en,747862775,131.0,6032,Bryan Singer,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
190000000,Action Adventure Science Fiction,en,467365246,132.0,4418,J.J. Abrams,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
195000000,Action Family Fantasy,en,197687603,114.0,2598,Bryan Singer,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
105000000,Drama Romance,en,351040419,143.0,3769,Baz Luhrmann,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0
150000000,Adventure Fantasy Action Romance,en,335154643,116.0,2317,Mike Newell,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
180000000,Action Science Fiction Adventure,en,407602906,131.0,4794,Guillermo del Toro,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0
