budget,original_language,popularity,runtime,vote_average,vote_count,director,success
40000000,en,19.574774,101.0,6.0,394,Paul Weiland,0
40000000,en,14.199932999999998,134.0,6.8,255,Clint Eastwood,0
40000000,en,12.229516,135.0,6.7,235,Francis Ford Coppola,0
40000000,en,27.303608,98.0,5.8,629,Mathieu Kassovitz,1
36000000,en,3.698276,155.0,6.8,316,Steven Spielberg,0
40000000,en,7.021871000000001,106.0,5.8,114,John McTiernan,0
40000000,en,39.381913,94.0,4.9,740,Colin Strause,0
40000000,en,14.398356,95.0,5.4,415,Donald Petrie,0
65000000,en,8.680334,103.0,5.7,135,Joan Chen,0
40000000,en,17.659032,96.0,6.2,554,Marc Lawrence,1
40000000,en,43.151268,104.0,6.5,1789,Greg Mottola,1
40000000,en,15.283444,95.0,5.4,284,Anne Fletcher,0
40000000,en,35.21926,111.0,6.1,902,Wes Craven,1
40000000,en,25.580272,123.0,6.1,474,Joel Schumacher,1
38000000,en,10.794175,140.0,6.7,275,Oliver Stone,0
40000000,en,72.641296,97.0,5.3,1695,Jake Kasdan,1
40000000,en,3.415534,94.0,5.0,40,Diane Keaton,0
47000000,en,38.555482,92.0,5.9,866,Steven Quale,1
0,en,6.786117,102.0,5.3,140,Kelly Makin,0
40000000,en,24.313684,122.0,7.0,432,Mimi Leder,0
30000000,en,9.965073,103.0,5.9,182,Bobby Farrelly,0
40000000,en,15.055732,102.0,5.5,275,Steven Brill,0
0,en,32.808675,116.0,5.8,1468,Seth MacFarlane,0
25000000,en,8.178203,108.0,5.4,138,Russell Mulcahy,0
40000000,en,31.066874,129.0,6.9,708,Stephen Daldry,0
40000000,en,22.491388,102.0,6.1,412,Roger Michell,0
40000000,en,12.885985,117.0,6.3,186,Jim Sheridan,0
40000000,en,7.832337,117.0,5.6,135,Christian Duguay,0
40000000,en,10.433667,135.0,6.7,155,Chris Columbus,0
40000000,en,3.321949,107.0,4.9,71,Chuck Russell,0
75000000,en,4.842626,90.0,5.0,45,Sam Weisman,0
40000000,en,13.210898,96.0,4.6,147,John Frankenheimer,0
40000000,en,3.296933,104.0,5.2,56,Peter Hyams,0
35000000,en,22.939557,115.0,6.4,477,Justin Chadwick,0
40000000,en,19.372805,119.0,6.4,278,Pat O'Connor,0
40000000,en,13.445697,99.0,5.4,205,Stephen Hopkins,0
500000,en,17.002095999999998,110.0,7.2,345,Martin Scorsese,0
40000000,en,4.516953,128.0,5.9,81,Penny Marshall,0
40000000,en,33.785969,108.0,6.5,824,Olivier Megaton,0
40000000,en,16.059442999999998,86.0,6.9,190,Frederik Du Chau,0
40000000,en,3.4769660000000004,108.0,5.7,92,Michael Caton-Jones,0
0,en,5.778724,128.0,5.9,48,Irwin Winkler,0
40000000,en,7.360792999999997,84.0,4.7,119,Joseph Kahn,0
0,en,3.621837,111.0,6.0,67,Harold Becker,0
45000000,en,14.513305,128.0,4.9,256,Paul Verhoeven,0
40000000,en,22.364549,123.0,6.5,642,Sofia Coppola,0
40000000,en,6.908939999999999,101.0,5.7,81,Barbet Schroeder,0
63600000,en,4.494788,102.0,4.8,145,Stephen T. Kay,0
42000000,en,47.559928,113.0,7.0,2025,Juan Antonio Bayona,1
55000000,en,2.410546,107.0,4.2,28,Elaine May,0
40000000,en,41.258956,87.0,7.5,1176,Wes Anderson,0
40000000,en,8.980846000000003,103.0,5.7,124,Stephen Herek,0
40000000,en,7.222985,99.0,5.7,125,John Carpenter,0
10000000,fr,73.720244,122.0,7.8,3310,Jean-Pierre Jeunet,1
0,en,10.0403,91.0,5.5,185,Dennie Gordon,0
60000000,en,15.219263,103.0,5.6,248,Charles Shyer,0
40000000,en,8.303696,107.0,6.6,152,Ken Kwapis,0
38000000,en,4.746085,106.0,5.9,54,Ulu Grosbard,0
40000000,en,6.756886,101.0,3.2,105,William Malone,0
40000000,en,16.424807,109.0,5.5,348,Paul Weitz,0
40000000,en,15.590001,89.0,5.9,482,Danny DeVito,0
0,en,5.483671,103.0,6.3,47,Malcolm D. Lee,0
0,en,1.630541,115.0,5.2,21,Jerry Jameson,0
45000000,en,14.566664,82.0,4.2,135,Mic Rodgers,0
33000000,en,28.353517,108.0,6.5,774,Christian Alvart,0
40000000,en,9.579975,102.0,6.1,135,Gary Fleder,0
40000000,en,2.911819,93.0,5.0,28,Christian Duguay,0
0,en,10.844882,88.0,4.8,171,Jean-Marie Poir\u00e9,0
50000000,en,51.502884,107.0,7.0,1182,Danny Boyle,0
40000000,en,13.119132999999998,91.0,6.0,373,Brian Robbins,0
40000000,en,4.238482,94.0,5.4,15,Marc F. Adler,0
40000000,en,26.935458,115.0,5.5,392,Pierre Morel,0
40000000,en,16.282962,93.0,5.1,213,Geoffrey Sax,0
20000000,en,31.690456,105.0,6.6,1006,D.J. Caruso,1
20000000,en,17.842246,107.0,6.2,398,Iain Softley,0
0,en,8.048305000000001,101.0,6.6,96,Richard Shepard,0
30000000,en,14.188982,111.0,7.1,275,Joel Coen,0
40000000,zh,6.884467,126.0,6.3,83,Peter Chan,0
25000000,en,8.212017999999999,112.0,4.3,17,Sergei Bodrov Jr.,0
39200000,ko,64.238688,126.0,6.7,2854,Bong Joon-ho,0
25000000,fr,17.375562,90.0,6.5,313,Bibo Bergeron,0
0,en,6.7698,90.0,5.9,15,Jeff Nathanson,0
15000000,en,44.690107,102.0,7.3,953,Alex Proyas,1
40000000,te,16.254032000000002,159.0,7.5,135,S.S. Rajamouli,1
39000000,en,37.492928000000006,107.0,6.7,798,Robert Schwentke,1
0,en,18.678415,102.0,5.8,191,Michael Lehmann,1
39000000,en,27.908783000000003,87.0,6.6,932,Tim Burton,0
39000000,en,45.388937,119.0,7.4,1264,Joss Whedon,0
39000000,en,2.817364,106.0,4.5,32,Charles S. Dutton,0
39000000,en,22.164202,125.0,5.3,490,Richard Lester,0
40000000,en,21.362949,113.0,6.0,433,Peter Segal,0
80341000,zh,14.8375,150.0,7.1,205,John Woo,0
30000000,en,18.256028,108.0,6.0,394,Andy Tennant,1
38000000,en,22.332927,96.0,6.4,972,Robert Luketic,1
0,en,5.4177870000000015,90.0,5.5,94,Jonathan Lynn,0
38000000,en,24.085144,100.0,5.3,521,Robert Rodriguez,1
38000000,en,14.779041,118.0,6.4,452,David Carson,1
3860000,zh,19.947265,130.0,6.3,273,Wong Kar-wai,1
38000000,en,16.801218,120.0,6.7,850,Francis Lawrence,1
40000000,zh,5.057695,88.0,6.8,19,Yuefeng Song,0
50000000,en,20.825781,146.0,7.2,396,Norman Jewison,0
38000000,en,11.500783,114.0,6.2,264,Michael Apted,0
35000000,en,13.932203,123.0,5.7,254,David Mirkin,0
38000000,en,41.258487,94.0,5.0,567,Andy Fickman,1
53000000,en,6.454634,102.0,5.6,88,Luis Mandoki,0
38000000,en,5.257009,99.0,5.5,40,John Pasquin,0
38000000,en,30.359164,133.0,6.3,756,Roman Polanski,0
38000000,en,3.4265550000000005,118.0,5.7,80,Michael Apted,0
57000000,en,11.60815,105.0,6.0,190,Stephen Herek,0
10000000,en,18.664624,110.0,6.9,417,Lee Daniels,0
38000000,en,10.047579,129.0,6.3,86,Ridley Scott,0
15000000,en,52.731379,109.0,7.8,1588,John Carpenter,0
38000000,en,46.630062,119.0,6.2,2035,David Twohy,1
37000000,en,4.131546,118.0,5.8,52,Jeb Stuart,0
0,en,5.641978,110.0,5.4,19,Steve Miner,0
55000000,en,23.465539,90.0,6.2,605,Gil Kenan,0
32000000,en,25.682509,137.0,7.0,701,Paul Thomas Anderson,0
38000000,en,6.760922,93.0,4.3,75,David Leland,0
40000000,en,3.87823,130.0,7.1,71,Gary Fleder,0
38000000,en,57.889964,112.0,5.6,1945,J Blakeson,1
37000000,en,57.773583,133.0,7.3,1915,Ryan Coogler,1
37000000,en,24.218358,125.0,7.0,1468,Ben Affleck,1
40000000,en,27.009723,110.0,5.8,594,Kirk Jones,0
37000000,en,31.941347,96.0,6.5,1222,Joel Coen,1
37000000,en,14.353279,96.0,5.6,330,Jennifer Flackett,1
38000000,en,33.00382800000001,123.0,7.7,2277,Ron Howard,0
37000000,en,30.993736,188.0,7.5,825,Paul Thomas Anderson,0
30000000,en,25.825771,107.0,5.3,511,Kevin Smith,0
38000000,en,46.078371,110.0,5.9,1201,Christian Ditter,1
37000000,en,6.638389999999999,113.0,6.7,163,Charles Martin Smith,1
37000000,en,127.084938,122.0,5.8,3561,Catherine Hardwicke,1
36000000,en,27.465433,116.0,7.0,594,Nick Cassavetes,1
65000000,en,16.865782,93.0,6.1,352,Les Mayfield,0
37000000,en,100.348805,110.0,6.8,2972,Rawson Marshall Thurber,1
36500000,ru,2.785832,115.0,5.3,23,Fyodor Bondarchuk,0
36000000,en,9.176339,95.0,6.6,198,Jonathan Mostow,0
36000000,en,23.380757,134.0,5.8,338,Irvin Kershner,1
36000000,en,33.926473,101.0,6.0,894,Steve Pink,0
36000000,en,6.967857,107.0,6.7,96,Charles Martin Smith,0
42000000,en,11.470135,124.0,5.4,173,John Frankenheimer,0
36000000,en,19.854932,109.0,5.8,258,F. Gary Gray,0
37000000,en,29.652536,105.0,5.2,692,Cameron Crowe,0
0,en,8.102925,130.0,6.2,40,Rob Reiner,0
0,en,2.79483,127.0,6.3,32,Scott Hicks,0
37000000,en,11.492474,114.0,5.8,556,Mikael H\u00e5fstr\u00f6m,1
36000000,en,70.398356,106.0,7.5,1808,Andrew Niccol,0
36000000,de,1.068453,95.0,4.6,14,Andrew Bergman,0
37000000,en,6.293216999999999,81.0,5.2,99,Kirk De Micco,0
0,en,3.4571940000000003,95.0,5.3,71,Chris Rock,0
35000000,en,82.21166,100.0,7.2,6173,Todd Phillips,1
36000000,cn,19.167377,105.0,6.5,379,Wilson Yip,1
33000000,en,18.316151,95.0,6.2,1011,Jay Roach,1
35000000,en,44.104469,126.0,7.0,2096,Tim Burton,1
0,en,6.668678999999999,112.0,5.9,27,Roland Joff\u00e9,0
35000000,en,36.172182,118.0,6.4,811,Richard Donner,1
29000000,en,25.767395,129.0,7.2,1597,John Lee Hancock,1
35000000,en,21.543389,88.0,5.5,867,Robert Rodriguez,1
35000000,en,50.309843,98.0,6.5,2277,Seth Gordon,1
38000000,en,49.29238400000001,110.0,7.2,1668,Joel Coen,1
35000000,en,83.89325699999998,109.0,7.0,3088,David Frankel,1
35000000,en,24.616634,132.0,6.2,530,Robert Wise,1
35000000,en,34.005726,111.0,5.6,1645,Seth Gordon,1
35000000,en,27.714043,128.0,7.0,675,Martin Scorsese,1
35000000,en,45.149948,123.0,6.5,1375,Robert Luketic,0
35000000,en,72.774941,125.0,5.9,1181,Judd Apatow,1
35000000,en,3.74263,105.0,5.5,225,Kevin Rodney Sullivan,0
27000000,en,29.381878000000004,162.0,7.0,542,Anthony Minghella,1
35000000,en,24.860326,138.0,7.7,1310,Curtis Hanson,1
35000000,en,11.041659,100.0,5.8,550,Mike Mitchell,0
35000000,en,11.897925,90.0,6.3,177,Frank Oz,0
35000000,en,23.607071,108.0,5.5,453,Roger Donaldson,1
1800000,en,38.204158,91.0,7.2,1180,Wes Craven,0
33000000,en,25.413955,107.0,6.0,436,Tarsem Singh,1
0,en,28.98027,132.0,6.3,1018,Randall Wallace,0
35000000,en,9.525037,123.0,6.8,103,Randall Wallace,0
34000000,en,18.39217,90.0,6.0,345,Kevin Munroe,1
32000000,en,9.254647,109.0,6.8,141,Mike Tollin,0
35000000,en,40.526587,109.0,6.5,2237,Will Gluck,1
35000000,en,50.179171,91.0,5.6,1462,Nicholas Stoller,1
35000000,en,31.957947,125.0,7.3,1226,John Lee Hancock,1
34000000,en,19.822791,202.0,7.2,370,Spike Lee,0
35000000,en,38.429648,134.0,5.6,896,Judd Apatow,0
35000000,en,13.707843,88.0,5.2,210,Walt Becker,1
35000000,en,51.927471,92.0,6.2,1428,Patrick Tatopoulos,1
35000000,en,14.503568,91.0,5.2,253,Ken Kwapis,0
0,en,6.74556,80.0,5.2,242,Dennis Dugan,0
30000000,en,11.120167,98.0,5.8,140,Gary David Goldberg,0
35000000,en,40.370442,127.0,7.4,1147,Mike Newell,0
33000000,en,40.715623,100.0,6.4,2065,Paul W.S. Anderson,1
10700000,en,36.230204,114.0,7.0,794,Tobe Hooper,1
0,en,23.666229,104.0,6.0,415,Joel Coen,0
35000000,en,25.903237,100.0,5.2,613,John Moore,0
40000000,en,60.231382,109.0,6.7,3417,Andrew Niccol,1
35000000,en,18.38292,106.0,5.7,458,Alan Poul,0
35000000,en,14.029012,112.0,5.9,296,Luke Greenfield,0
0,en,15.913783,95.0,5.1,287,Gil Junger,0
35000000,en,6.889633,102.0,6.9,97,Michael Ritchie,0
35000000,en,19.286099,102.0,4.1,325,Steven E. de Souza,1
35000000,en,50.587541,150.0,8.0,1864,Roman Polanski,1
35000000,en,3.721272,101.0,6.4,35,Catherine Hardwicke,0
40000000,en,17.157738000000002,113.0,5.5,677,Jaume Collet-Serra,0
27000000,en,22.636908,104.0,6.7,811,Mike Nichols,1
35000000,en,28.069419,137.0,6.0,741,Clint Eastwood,0
35000000,en,19.774543,110.0,6.0,485,Alexandre Aja,0
35000000,en,11.644243,101.0,5.4,239,Michael Rymer,0
35000000,en,27.934978000000005,108.0,5.9,730,Stephen Hopkins,0
35000000,en,12.677505,101.0,5.9,238,Gregory Hoblit,0
35000000,en,8.737058,112.0,6.3,245,Hugh Wilson,0
35000000,en,12.343507,111.0,6.1,233,Mike Hodges,0
35000000,en,14.699342,102.0,5.8,325,Kevin Smith,0
45000000,en,14.513243,101.0,5.1,300,Rob Cohen,0
35000000,en,5.525544,155.0,6.3,157,Clint Eastwood,0
8900000,en,15.079993,93.0,5.6,318,Scott Mann,0
35000000,en,23.835055,109.0,6.0,436,Susanna White,1
35000000,en,5.926966,140.0,6.1,81,Danny DeVito,0
30000000,en,25.454549,104.0,5.5,523,Chris Carter,0
31000000,en,22.71592,96.0,5.9,437,Tommy O'Haver,0
35000000,en,35.120736,123.0,7.0,823,Peter Landesman,0
35000000,en,19.893646,106.0,5.6,961,John Singleton,0
35000000,en,14.051851999999998,76.0,5.2,235,Gary Chapman,0
35000000,en,9.011729,111.0,6.9,161,Curtis Hanson,0
35000000,en,19.088655,85.0,4.9,379,Craig Mazin,0
56000000,en,29.490057,109.0,5.7,593,Allen Hughes,0
35000000,en,11.195593,97.0,5.1,167,Wes Craven,0
35000000,en,17.709888,91.0,6.2,832,David Koepp,0
35000000,en,18.262017,87.0,5.4,647,Anne Fletcher,0
35000000,en,10.10364,132.0,6.5,159,Shekhar Kapur,0
35000000,en,28.670477,118.0,5.7,1455,Taylor Hackford,0
31000000,en,16.736734,98.0,6.0,293,Richard Loncraine,0
35000000,en,13.668632999999998,92.0,4.6,149,Roger Kumble,0
30000000,en,9.780588,93.0,5.3,191,Kimble Rendall,0
27000000,en,9.904881,117.0,5.8,129,Peter Yates,0
35000000,en,9.789027,92.0,6.0,216,Robert Redford,0
35000000,en,6.81729,115.0,5.7,31,John Milius,0
35000000,en,10.73522,96.0,6.6,212,Jake Kasdan,0
0,en,11.1399,111.0,6.4,108,Lasse Hallstr\u00f6m,0
35000000,en,6.7279490000000015,94.0,5.7,55,Les Mayfield,0
35000000,en,16.343317000000006,105.0,7.0,322,Jean-Marc Vall\u00e9e,0
40000000,en,14.818718,101.0,5.3,220,Dominic Sena,0
32000000,en,43.862456,139.0,6.5,987,Terrence Malick,0
33000000,en,2.706207,91.0,4.7,64,Tsui Hark,0
35000000,en,27.903999,110.0,5.5,555,David Ayer,0
35000000,en,3.746806,102.0,4.8,91,Brian Helgeland,0
20500000,en,17.112498000000002,102.0,5.6,294,Lexi Alexander,0
35000000,en,10.304172,83.0,4.9,135,Peter Hewitt,0
35000000,en,37.335721,123.0,6.9,1121,Robert Zemeckis,0
0,en,0.912395,103.0,4.7,9,Ronny Yu,0
35000000,en,16.782470999999994,118.0,6.5,357,Ridley Scott,0
35000000,en,3.5034080000000003,114.0,6.6,53,Richard Donner,0
35000000,en,9.122828,180.0,7.7,115,Taylor Hackford,0
35000000,en,5.419181,121.0,6.6,60,Bille August,0
35000000,en,9.07278,114.0,6.2,142,Brian De Palma,0
35000000,en,2.864979,173.0,7.4,34,Moustapha Akkad,0
35000000,en,2.877488,135.0,6.7,25,Jean-Paul Rappeneau,0
38000000,en,5.516207,138.0,6.6,49,Ang Lee,0
0,es,13.930763,148.0,7.0,291,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,0
35000000,es,20.27704,93.0,5.8,307,Joachim R\u00f8nning,0
0,en,0.126738,100.0,0.0,0,Tony Kaye,0
34000000,en,131.815575,113.0,7.0,5371,Wes Ball,1
35000000,en,16.832311999999998,91.0,5.0,320,Ken Scott,0
34000000,en,9.133747,139.0,7.0,169,Martin Scorsese,0
35000000,en,24.606012,96.0,6.8,827,Darren Aronofsky,0
70000000,en,3.2769120000000003,101.0,5.3,29,Hugh Johnson,0
35000000,en,16.830184,96.0,5.1,344,Simon West,0
41677699,ja,39.58676,100.0,7.5,926,Hayao Miyazaki,1
34000000,en,41.946523,128.0,7.3,1064,"George Tillman, Jr.",0
75000000,en,20.697556,109.0,5.4,254,Rand Ravich,0
34000000,en,1.656695,114.0,5.3,18,Hugh Hudson,0
35000000,en,17.932561,106.0,5.4,240,Gabriele Muccino,0
35000000,en,15.509570000000002,141.0,6.5,224,Justin Chadwick,0
32000000,en,4.602185,195.0,7.1,67,Warren Beatty,0
40000000,en,40.379966,138.0,7.1,877,Rob Reiner,1
50000000,en,12.601306,101.0,5.3,110,Andrzej Bartkowiak,0
30000000,en,24.389194,98.0,5.6,506,Raja Gosnell,1
34000000,en,12.867326,85.0,6.3,121,Ben Stassen,0
30000000,en,23.328823,89.0,4.8,469,Chris Gorak,0
33000000,en,29.775441,99.0,6.7,663,Scott Speer,1
33000000,en,19.642328,105.0,5.1,497,David R. Ellis,0
33000000,en,7.339908,96.0,4.9,110,Joe Charbanic,0
33000000,en,35.099611,124.0,6.1,766,Jonathan Hensleigh,0
30000000,en,16.541791,118.0,6.6,238,Danny Cannon,0
30000000,en,31.92695,94.0,6.3,799,Boaz Yakin,0
33000000,en,9.060642,124.0,5.7,116,Mike Newell,0
32350000,en,46.509071,135.0,7.9,4665,Richard Marquand,1
30000000,en,21.538222,108.0,5.8,363,Neil Marshall,0
32000000,en,33.923786,124.0,7.2,813,Stephen Daldry,1
35000000,en,20.908494,98.0,5.3,394,David Wain,0
32000000,en,16.901954,97.0,6.4,987,Jon Favreau,1
32000000,en,15.039407,123.0,6.2,323,Jon Turteltaub,1
33000000,en,13.655735,99.0,5.3,185,Brian Levant,0
0,en,21.620317,101.0,6.7,390,Richard Donner,1
32000000,en,14.642055,92.0,5.6,359,Jared Hess,0
32500000,en,17.107065,125.0,6.5,1661,Paul Feig,1
32000000,en,38.21708,107.0,6.3,2359,Seth Rogen,1
29000000,en,14.993169,103.0,6.0,242,Rupert Wainwright,0
32000000,en,24.147269,129.0,7.0,544,"George Tillman, Jr.",0
32000000,en,18.47242,107.0,6.0,394,John Luessenhop,0
35000000,en,18.84332,90.0,5.7,414,Justin Zackham,0
32000000,en,15.901137,107.0,5.3,313,John Whitesell,0
32000000,en,59.19888,93.0,7.1,2699,Duncan Jones,1
32000000,en,14.48851,120.0,6.7,374,Frank Marshall,0
30000000,en,23.197408,101.0,6.3,1018,Joel Schumacher,0
33000000,en,10.651202,105.0,6.7,232,Jean-Pierre Jeunet,0
35000000,en,10.032626,113.0,5.6,143,Steven Spielberg,0
0,en,6.048743,106.0,6.3,67,John Gatins,0
32000000,en,34.628738,96.0,6.9,832,David Cronenberg,0
32000000,en,47.5612,87.0,6.2,1061,Louis Leterrier,0
32000000,en,16.473354999999998,107.0,6.3,427,Sam Raimi,0
28000000,en,6.201404,90.0,5.6,104,Peter Howitt,0
32000000,en,15.560918,121.0,6.6,225,Martin Scorsese,0
32000000,en,25.799697,111.0,6.2,620,Miguel Sapochnik,0
70000000,ko,4.822033,90.0,4.0,104,Shim Hyung-Rae,0
32000000,en,3.379454,110.0,5.4,44,Norman Jewison,0
30000000,en,26.9385,100.0,5.3,724,Don Scardino,0
32000000,en,4.0984440000000015,75.0,7.1,24,Mark Dindal,0
0,en,4.901553,132.0,7.2,18,Tim Robbins,0
32000000,en,5.347936,108.0,5.9,86,Steven Soderbergh,0
32000000,en,4.120549,93.0,5.0,13,Tom Reeve,0
31500000,en,49.973462,153.0,8.0,2055,Francis Ford Coppola,1
32000000,en,13.611544,102.0,6.0,262,Nanette Burstein,0
0,en,6.7752940000000015,137.0,6.9,113,Stephen Herek,1
31500000,en,27.891012,113.0,5.7,557,Ariel Vromen,0
31000000,en,13.864975,161.0,7.0,279,Sydney Pollack,1
31000000,en,42.213765,138.0,6.5,2415,Robert Zemeckis,1
34000000,en,29.887404,126.0,5.9,541,Lewis Gilbert,1
30000000,en,74.417456,99.0,8.0,4519,Wes Anderson,1
31000000,en,7.06762,101.0,6.4,131,Scott Hicks,0
31000000,en,15.895661,103.0,6.2,433,Frank Marshall,0
31000000,en,19.258041,118.0,7.0,462,Gregory Hoblit,0
31000000,en,47.753598,99.0,6.2,1195,John Francis Daley,1
30250000,en,15.585138,105.0,6.4,302,Barry Sonnenfeld,1
45000000,en,32.217425,113.0,6.9,677,Rob Marshall,1
34200000,en,34.868590000000005,93.0,6.1,875,Dennis Dugan,1
30000000,en,36.432598,108.0,6.0,1344,J.B. Rogers,1
30000000,en,73.640445,81.0,7.7,5269,John Lasseter,1
30000000,en,49.526736,116.0,6.8,1783,Jan de Bont,1
30000000,en,26.780961,104.0,7.0,1293,Michael Sucsy,1
31000000,en,6.487344,105.0,6.0,89,Tom Vaughan,0
30000000,en,25.996219,113.0,7.4,821,Boaz Yakin,1
30000000,en,46.212155,134.0,7.2,957,John McTiernan,1
25000000,en,32.105328,132.0,7.2,1101,Lee Daniels,1
20000000,en,41.156217,92.0,6.2,981,Rawson Marshall Thurber,1
30000000,en,37.179547,99.0,6.7,848,Barry Sonnenfeld,1
30000000,en,34.391791999999995,90.0,6.1,1099,Steve Oedekerk,1
37000000,en,40.176265,115.0,6.5,1023,Garry Marshall,1
26000000,en,10.704596,102.0,6.5,166,Hugh Wilson,1
33000000,en,79.579532,127.0,8.1,5765,David Fincher,1
30000000,en,63.13678,112.0,7.3,3382,Neill Blomkamp,1
30000000,en,27.870755,87.0,6.7,574,Stephen Hillenburg,1
25000000,en,31.242999,138.0,7.6,1422,Clint Eastwood,1
30000000,en,70.456012,132.0,7.7,2439,Clint Eastwood,1
80000000,en,29.415229,103.0,6.4,503,Harold Ramis,1
29000000,en,55.109138,123.0,7.7,3067,Nick Cassavetes,1
30000000,en,30.695228000000004,111.0,6.1,978,Anne Fletcher,1
35000000,en,13.788422,102.0,6.0,449,Peter Chelsom,1
30,it,4.590277,78.0,6.0,100,Stig Bergqvist,0
30000000,en,3.845231,132.0,5.9,56,Barbra Streisand,0
30000000,en,26.95272700000001,133.0,7.2,619,Edward Zwick,1
25000000,en,33.704181,109.0,6.7,1205,Jason Reitman,1
30000000,en,19.92502600000001,125.0,6.7,362,Alexander Payne,1
35000000,en,43.742241,97.0,6.4,2652,Jonathan Levine,1
30000000,en,46.377628,118.0,6.6,4697,Rian Johnson,0
0,en,9.166658,87.0,4.9,95,Chris Weitz,0
30000000,en,34.36645,89.0,6.0,733,Chris Noonan,1
30000000,en,12.967137,100.0,5.8,284,David Frankel,1
30000000,en,50.670253,111.0,6.4,1172,Nicholas Stoller,1
45000000,en,24.694551,109.0,6.7,607,John Singleton,0
30000000,en,11.409124,99.0,5.8,205,Michael McCullers,0
0,en,7.922716,114.0,5.8,81,Forest Whitaker,0
30000000,en,33.385428999999995,89.0,5.9,856,Gary Winick,1
19000000,en,8.584398,95.0,5.3,214,Steven Brill,0
37000000,en,41.569541,98.0,6.3,1204,Gary Winick,1
30000000,en,43.753585,94.0,7.4,1990,Woody Allen,1
0,en,18.568021,85.0,5.5,319,Peter Lepeniotis,0
53000000,en,28.350529,124.0,7.4,1317,Ted Demme,0
80000000,en,10.81051,131.0,5.8,196,Luis Mandoki,0
30000000,en,19.578249,107.0,5.6,376,William Shatner,0
30000000,en,5.7366699999999975,99.0,5.7,100,John Schultz,0
30000000,en,28.624038,83.0,6.3,521,Peter Segal,0
30000000,en,27.230493,131.0,6.0,506,John Glen,1
30000000,en,30.380747,85.0,6.8,643,Nick Park,1
30000000,en,29.489274,126.0,6.9,977,Richard LaGravenese,1
30000000,en,8.058109,102.0,5.1,123,Frederik Du Chau,1
30000000,en,33.369305,123.0,7.4,1049,Joe Wright,1
30000000,en,16.52083,105.0,6.6,796,Gary Winick,0
30000000,en,11.19602,125.0,6.2,243,Ridley Scott,0
30000000,en,14.585968,92.0,4.9,140,Bobby Farrelly,0
40000000,en,43.571612,77.0,7.2,1894,Tim Burton,1
0,en,8.305085,118.0,7.2,144,James Gartner,0
30000000,en,55.424027,121.0,7.2,2416,Denis Villeneuve,1
30000000,en,65.364452,123.0,7.3,2067,Antoine Fuqua,1
30000000,en,45.083509,99.0,6.2,966,Sam Raimi,1
25000000,en,82.05205600000002,112.0,7.4,1990,Lee Toland Krieger,0
0,en,15.011624,111.0,6.9,260,Tim McCanlies,0
30000000,en,25.060342,107.0,6.6,582,Jon M. Chu,1
25000000,en,11.42943,104.0,5.6,159,John Stockwell,0
30000000,en,32.26789,113.0,7.1,721,Marc Forster,0
30000000,en,33.394082,113.0,6.2,767,David Slade,0
30000000,en,73.987775,95.0,6.5,2263,Drew Goddard,0
30000000,en,10.608998,84.0,3.7,359,Jason Friedberg,1
30000000,en,12.821329,126.0,7.2,238,Martin Brest,0
27000000,en,30.131498,101.0,6.4,703,Paul Michael Glaser,0
25000000,en,12.113235,94.0,6.6,384,Frank Oz,0
30000000,en,31.191975,111.0,6.5,1263,Joe Wright,0
30000000,en,11.916389,95.0,3.8,221,John R. Leonetti,0
30000000,en,20.355458,98.0,5.7,359,Tom Hanks,0
30000000,en,63.848541,100.0,5.8,1463,Kimberly Peirce,0
30000000,en,8.999675,108.0,6.6,162,Liz Friedlander,0
30000000,en,9.278361,125.0,6.5,206,Phil Joanou,0
45000000,en,7.185212,94.0,5.1,66,Sam Weisman,0
30000000,en,55.806402,79.0,6.6,1262,Shane Acker,0
30000000,en,48.237797,106.0,6.4,1323,Steven Soderbergh,0
0,en,17.943945000000006,111.0,5.9,278,Martha Coolidge,0
30000000,en,19.143721,63.0,6.8,258,Stephen Anderson,0
19000000,en,15.67747,85.0,4.1,210,Troy Miller,0
30000000,en,4.523630000000002,108.0,6.3,66,Warren Beatty,0
0,en,13.064264,139.0,6.4,158,Tate Taylor,0
0,en,2.644427,127.0,6.2,27,Carl Franklin,0
30000000,en,5.301589,106.0,5.4,163,Brett Leonard,0
0,en,20.252143,95.0,4.8,442,Ivan Reitman,1
30000000,en,29.359201,118.0,5.9,690,Scott Derrickson,0
30000000,en,20.063165,108.0,5.8,339,Alister Grierson,1
35000000,en,6.246199,111.0,5.2,112,Nick Hurran,0
30000000,en,27.71063,124.0,5.7,457,Nicholas Stoller,0
30000000,en,2.850896,104.0,5.0,66,Charles Stone III,0
30000000,en,34.421696000000004,133.0,6.9,905,Paul Haggis,0
30000000,en,15.89534,87.0,4.8,458,Kurt Wimmer,0
30000000,en,18.706504,109.0,6.0,311,Jean-Fran\u00e7ois Richet,0
30000000,en,9.607391,87.0,6.0,127,Antoine Fuqua,0
25000000,en,2.77255,98.0,5.2,47,Kevin Hooks,0
0,en,17.834976,99.0,5.4,295,Ellory Elkayem,0
30000000,en,20.236951,112.0,6.6,1233,Edward Zwick,1
30000000,en,16.883429,108.0,5.7,313,Jon Avnet,0
35000000,en,12.779201,126.0,6.8,125,Niki Caro,0
40000000,en,14.729385999999998,98.0,5.5,278,Howard Deutch,0
