budget,original_language,popularity,runtime,vote_average,vote_count,director,success
26000000,en,44.301745,125.0,7.6,988,Jonathan Demme,1
16000000,en,19.890428,100.0,6.8,378,Josef Rusnak,0
16000000,en,0.8305959999999999,97.0,4.6,10,Lance Rivera,0
0,en,2.637355,107.0,5.1,36,Ronald Neame,0
0,en,2.25453,112.0,5.5,34,Bruce Paltrow,0
16000000,en,8.711782000000001,112.0,6.4,113,Woody Allen,0
6500000,en,5.7003330000000005,95.0,6.7,100,Adam Rifkin,0
16000000,en,29.253833,116.0,6.8,624,Russell Mulcahy,0
16000000,en,8.842869,113.0,6.7,90,Susanne Bier,0
16000000,en,2.848727,97.0,4.3,48,Kenneth Johnson,0
16000000,en,13.832464000000002,117.0,6.2,250,James Gray,0
0,en,4.4885470000000005,135.0,6.9,21,James Ivory,0
20000000,en,38.802415,101.0,6.5,956,Danny Boyle,0
16000000,en,9.400404,86.0,4.7,108,Jessy Terrero,0
11000000,fr,18.923181,106.0,6.8,615,Dany Boon,0
0,en,2.397987,96.0,6.3,29,Vicente Amorim,0
13000000,en,20.39955,161.0,7.2,387,Gaspar No\u00e9,0
16000000,en,7.251897,93.0,4.8,91,Amy Heckerling,0
16000000,en,43.217089,93.0,7.7,1717,Lasse Hallstr\u00f6m,0
16000000,en,14.529496,110.0,6.7,172,J\u00e9r\u00f4me Salle,0
16000000,en,20.59148,122.0,6.4,258,Tommy Lee Jones,0
15600000,en,2.244947,91.0,4.2,20,Jesse Vaughan,0
0,en,1.326264,115.0,5.7,16,Atom Egoyan,0
0,en,0.212108,99.0,5.3,3,William Bindley,0
15500000,en,6.630856,93.0,5.5,16,Wayne Beach,0
15300000,fr,18.209570000000006,94.0,6.2,283,G\u00e9rard Krawczyk,0
15500000,en,17.327279,95.0,6.3,317,James Gunn,0
15000000,en,29.843818,105.0,6.8,961,Martin Brest,1
18000000,en,2.186927,103.0,7.1,2414,Chris Columbus,1
0,es,12.335827,102.0,5.8,253,Leonard Nimoy,0
21000000,en,20.818567,116.0,6.9,421,Sydney Pollack,1
15000000,en,58.900647,110.0,6.7,1698,Tony Scott,1
17000000,zh,45.742254,120.0,7.2,927,Ang Lee,1
15000000,en,80.87860500000002,122.0,7.9,3313,Sam Mendes,1
15000000,en,54.053576,118.0,7.6,2752,Tom Hooper,1
15000000,en,17.638285999999994,107.0,5.7,559,Ivan Reitman,1
15000000,en,3.803495,102.0,6.4,52,Udayan Prasad,0
15000000,en,17.571533,154.0,7.7,338,Steven Spielberg,1
16000000,ko,4.628525,120.0,6.5,48,Yoon Je-kyoon,0
14000000,en,145.364591,113.0,8.0,5723,Morten Tyldum,1
0,en,12.18838,109.0,6.0,102,Howard Zieff,0
15000000,en,3.826685,125.0,7.2,67,Michael Apted,0
15000000,en,21.095489,92.0,5.9,355,Thor Freudenthal,1
15000000,en,47.455148,100.0,6.0,1401,Andy Muschietti,1
15000000,en,22.838834,98.0,7.1,410,Harold Ramis,0
15000000,en,27.165222,92.0,6.0,680,Jeff Tremaine,1
15000000,en,19.113278,103.0,6.8,338,Stephen Frears,1
15000000,en,58.553213,92.0,7.1,1444,Tim Burton,1
15000000,en,2.005111,113.0,6.1,33,Tyler Perry,0
18000000,en,16.418639000000002,115.0,7.0,215,Gillian Armstrong,0
17000000,en,43.675191,95.0,6.1,1206,James Watkins,1
15000000,en,4.688212,87.0,5.4,268,Simon West,0
15000000,en,9.125594,88.0,5.6,197,Shawn Levy,0
15000000,en,19.786392000000006,183.0,7.8,921,Michael Cimino,0
15000000,en,13.581966,97.0,6.7,270,Barry Levinson,0
17000000,en,11.927667,94.0,5.7,280,Jim Fall,0
35000000,en,30.556135,112.0,5.8,1138,Ric Roman Waugh,0
15000000,en,31.565117,98.0,5.9,584,Michael Dougherty,0
15000000,en,21.535126,104.0,6.2,492,Robert Rodriguez,0
0,en,7.921311,118.0,6.9,72,Brian Gibson,0
15000000,en,19.284129,104.0,6.6,382,James Mangold,0
16000000,en,23.423082,89.0,5.5,431,Joel Gallen,0
7000000,en,49.517264,109.0,7.2,1170,David Ayer,0
15000000,en,11.375032,106.0,5.8,156,Rob Cohen,0
15000000,en,61.18233100000001,123.0,7.8,3311,James Marsh,1
0,en,7.314796,86.0,4.7,77,John Whitesell,0
15000000,en,6.857923,120.0,6.9,155,Matt Williams,0
15000000,en,41.286336,216.0,7.8,851,David Lean,1
15000000,en,12.929525,105.0,5.1,267,Rob Zombie,0
15000000,en,42.952942,115.0,7.0,951,Jean-Marc Vall\u00e9e,0
15000000,en,19.760383,110.0,6.2,440,Dennis Iliadis,0
15000000,en,10.194097,88.0,6.2,230,Clare Kilner,0
13000000,en,11.045592999999998,94.0,4.5,228,Rick Rosenthal,0
16000000,en,44.533612,98.0,7.6,1486,Rob Reiner,0
15000000,en,10.84158,126.0,6.9,151,Denzel Washington,0
15000000,en,49.294864,100.0,7.4,3725,Nicolas Winding Refn,1
15000000,en,7.424798,89.0,5.1,221,Sara Sugarman,0
15000000,en,5.164281,111.0,5.6,72,Nicholas Hytner,0
15000000,en,34.759855,100.0,6.5,1197,Juan Carlos Fresnadillo,0
15000000,en,7.297757000000002,115.0,6.3,130,Thomas Carter,0
14000000,en,3.334804,106.0,6.1,61,Wayne Wang,0
20000000,en,2.027393,124.0,7.4,88,Gina Prince-Bythewood,0
0,en,13.817269,107.0,6.9,275,George Armitage,0
15000000,en,13.237835,99.0,4.7,295,Phil Traill,0
0,en,3.890223,90.0,4.3,212,Joe Berlinger,0
15000000,en,19.517239,101.0,6.3,380,Andrew Fleming,0
15000000,en,30.669913,124.0,7.3,1105,Woody Allen,1
0,en,9.681147,103.0,6.1,245,Elizabeth Allen Rosenbaum,0
11500000,en,15.355589000000002,134.0,7.5,202,James Ivory,0
15000000,en,19.85579,155.0,7.5,796,Paul Thomas Anderson,0
0,en,11.689337,94.0,5.5,119,Robert Harmon,0
15000000,en,3.043589,95.0,6.1,52,Michael Mayer,0
15000000,en,17.141376,89.0,5.2,351,Martin Weisz,0
14000000,en,8.885017,97.0,4.4,100,John Ottman,0
0,en,4.115398,90.0,6.4,128,Jay Russell,0
20000000,en,7.679336,92.0,5.0,163,John Bonito,0
15000000,en,18.268009,94.0,6.0,421,Peter Atencio,0
15000000,en,7.809701,117.0,5.9,80,Shana Feste,0
15000000,en,9.378688,84.0,5.5,104,David Nutter,0
15000000,en,35.395129,140.0,6.8,1653,Derek Cianfrance,0
15000000,en,45.317278,108.0,6.0,639,Roger Donaldson,0
15000000,en,4.3029410000000015,109.0,5.3,42,Stephan Elliott,0
15000000,en,47.006162,131.0,7.2,1840,Kathryn Bigelow,0
15000000,en,11.379652,114.0,5.9,173,Mark L. Lester,0
15000000,en,24.612603,97.0,5.8,742,Andrew Dominik,0
15000000,en,26.708193,121.0,6.5,541,Anton Corbijn,0
0,en,8.710294000000001,87.0,4.6,115,Tom Green,0
0,en,1.8001189999999998,85.0,5.9,25,Mike Nawrocki,0
15000000,en,0.3351949999999999,85.0,6.7,10,Mark Pellington,0
25000000,en,11.782725,87.0,4.4,104,Douglas Aarniokoski,0
0,en,2.711955,121.0,5.1,17,Bryan Barber,0
15000000,en,16.629173,107.0,7.0,978,Lone Scherfig,0
15000000,en,20.05902,111.0,6.7,357,Drew Barrymore,0
15000000,en,8.113634,92.0,5.9,97,Brian Koppelman,0
0,en,9.87419,97.0,6.4,126,James Foley,0
0,en,2.857936,97.0,5.3,31,Albert Brooks,0
20000000,en,3.138118,125.0,6.3,32,Irwin Winkler,0
15000000,en,6.684096,124.0,6.2,64,Francis Ford Coppola,0
0,en,0.722911,76.0,2.9,8,Steve Gomer,0
15000000,en,17.672021,96.0,5.2,358,RZA,0
15000000,en,3.033471,93.0,4.8,32,Dean Parisot,0
0,en,3.313257,96.0,5.4,48,Mark Piznarski,0
15000000,en,41.089863,132.0,7.5,861,Terry Gilliam,0
15000000,en,10.9071,103.0,6.0,211,Sean McNamara,0
15000000,en,49.230089,117.0,7.8,2926,Joel Coen,0
15000000,en,11.429607,116.0,6.6,243,Craig Brewer,0
15000000,en,6.373316,118.0,6.5,85,Ron Shelton,0
16000000,en,9.717392,100.0,6.7,95,Michael Winterbottom,0
15000000,en,8.074807,94.0,5.0,37,David Raynr,0
20000000,en,7.034752,94.0,4.7,146,Mort Nathan,0
0,en,7.250379,97.0,6.7,127,Oliver Parker,0
0,en,0.116873,98.0,4.7,3,Dan Curtis,0
0,en,7.712206,91.0,5.5,44,Wil Shriner,0
15000000,en,25.329493,107.0,7.4,1388,Martin McDonagh,0
15,en,5.112809,95.0,5.6,26,Tina Gordon Chism,0
15000000,en,13.832376000000002,102.0,5.6,156,Peter Cattaneo,0
15000000,en,7.446069,89.0,5.0,100,Vicky Jenson,0
15000000,en,13.568302,106.0,6.0,243,Gus Van Sant,0
15000000,en,21.857387,92.0,6.8,350,Woody Allen,0
15000000,en,0.249245,105.0,4.7,15,Mary Lambert,0
15000000,en,12.163832,121.0,7.0,177,Tommy Lee Jones,0
0,en,8.962245,120.0,6.0,90,Peter Kassovitz,0
15000000,en,32.690038,103.0,7.2,886,Shane Black,0
25000000,en,8.583217,92.0,6.1,182,Rodman Flender,0
15000000,en,31.60985,147.0,7.6,1477,David Lynch,0
0,en,12.295216,98.0,5.4,87,Katja von Garnier,0
22000000,en,12.4654,98.0,5.8,251,Woody Allen,0
15000000,en,30.983397,104.0,6.8,737,Mark Romanek,0
0,en,1.485324,276.0,7.0,12,Mikael Salomon,0
15000000,en,11.428903,111.0,6.5,195,Brad Anderson,0
15000000,en,5.484679,98.0,4.8,27,Michael Chapman,0
0,en,5.770246,111.0,6.5,12,Antonio Banderas,0
15000000,en,15.175289,112.0,6.3,545,Michael Haneke,0
0,en,2.414721,100.0,5.5,31,Khalil Sullins,0
0,en,0.470645,116.0,6.6,23,Atom Egoyan,0
92620000,de,32.351527000000004,153.0,8.0,657,Fritz Lang,0
12000000,fr,17.493735,84.0,6.5,565,Pierre Morel,0
8000000,en,6.932221000000001,116.0,6.7,85,Gary Fleder,0
15000000,zh,8.142166,105.0,6.6,157,Hou Hsiao-hsien,0
15000000,en,6.329672,98.0,6.5,93,Gregor Jordan,0
0,ru,7.744166000000001,105.0,7.4,100,Andrey Zvyagintsev,0
8500000,th,9.029489,98.0,6.0,152,Tony Jaa,0
12000000,en,22.708647,97.0,5.9,386,Neil Marshall,0
15000000,en,2.609057,93.0,5.0,22,Russell Mulcahy,0
15000000,en,19.913961,98.0,6.0,290,Ry\u00fbhei Kitamura,0
15000000,en,1.897761,107.0,5.2,5,Darrell James Roodt,0
15000000,en,7.701186,90.0,4.8,92,Dito Montiel,0
15000000,en,1.833058,99.0,6.1,7,Stefan Ruzowitzky,0
15000000,en,12.185204,93.0,5.7,41,Jake Paltrow,0
0,en,2.500218,141.0,5.6,31,Juraj Jakubisko,0
20000000,en,6.459787,85.0,5.8,72,Anthony Silverston,0
7000000,en,49.808505,110.0,5.6,670,Gabe Ib\u00e1\u00f1ez,0
0,en,4.901936,105.0,4.8,36,Gerry Lively,0
15000000,it,0.738646,,7.3,12,Daniele Luchetti,0
15000000,zh,5.2943190000000016,119.0,6.7,65,Derek Yee Tung-Sing,0
0,en,0.165367,124.0,4.5,2,Julien Temple,0
14600000,en,52.744331,101.0,7.4,2301,Harold Ramis,1
14800000,en,29.660993,115.0,6.3,706,Gregory Jacobs,1
14500000,en,41.493042,120.0,6.7,1374,Baz Luhrmann,1
10000000,fr,10.072199,111.0,7.2,196,Gilles Paquet-Brenner,0
14500000,en,4.389363,98.0,5.8,9,Peter Cousens,0
14000000,en,37.380435,131.0,7.7,1113,Clint Eastwood,1
14200000,da,7.05145,139.0,6.9,78,Lars von Trier,0
15000000,en,59.25896899999999,120.0,7.6,2827,Danny Boyle,1
14000000,en,16.742972,119.0,6.6,291,Adrian Lyne,1
14000000,en,45.473484,119.0,7.0,1746,Garry Marshall,1
0,en,15.474831,110.0,5.5,303,John Cornell,1
0,en,4.289676,101.0,5.0,10,Vidhu Vinod Chopra,0
14000000,en,25.949277,145.0,6.7,395,Oliver Stone,1
14000000,en,22.409117,98.0,6.8,491,Jon Turteltaub,1
15000000,en,13.706357,101.0,5.3,299,Patrick Lussier,1
13000000,en,6.92205,114.0,6.1,88,Sylvain White,1
14000000,en,27.17347,125.0,6.6,507,Lewis Gilbert,1
14000000,en,12.159009,99.0,5.6,290,Jamie Blanks,1
0,en,4.448494,111.0,6.2,45,Tyler Perry,0
14000000,en,13.13724,107.0,6.5,135,Randal Kleiser,0
0,en,4.04701,81.0,5.1,83,Bruce McCulloch,0
13000000,en,23.3784,105.0,6.2,527,Phyllida Lloyd,1
0,en,1.446172,82.0,6.4,22,Phil Vischer,0
14000000,en,3.650857,109.0,6.9,47,John Singleton,0
14000000,en,5.102258,95.0,5.8,48,Kevin Bray,0
14000000,en,6.772614999999999,100.0,4.5,111,Wes Craven,0
14000000,en,11.543363,118.0,4.5,133,John Boorman,0
0,en,7.436315,83.0,5.3,142,Courtney Solomon,0
14000000,en,14.813614,83.0,4.4,180,David Zucker,0
14000000,en,20.792603,98.0,6.2,351,David Twohy,0
14000000,en,6.733485000000001,103.0,5.7,39,Rick Famuyiwa,0
0,en,7.708227000000001,96.0,5.6,49,Alan Cohn,0
12000000,en,2.238646,117.0,5.8,32,Franco Zeffirelli,0
0,en,7.866961,92.0,5.5,124,Tom Holland,0
0,en,3.876242,155.0,6.1,67,Martin Scorsese,0
0,en,1.89218,115.0,6.7,31,Spike Lee,0
11000000,en,4.536745,90.0,5.0,55,Chris Rock,0
11000000,en,11.220643,91.0,4.5,291,James Isaac,0
0,en,11.706309,120.0,6.4,119,Emilio Estevez,0
14000000,en,4.66723,86.0,5.3,73,Mark Waters,0
14000000,en,7.487842999999999,87.0,5.5,134,Josh Schwartz,0
14000000,fr,13.65494,112.0,7.4,283,Julian Schnabel,0
26000000,en,11.942862,136.0,6.9,240,Todd Field,0
14000000,en,5.833687,90.0,5.5,68,Davis Guggenheim,0
14000000,en,6.370267,107.0,6.2,21,Tony Goldwyn,0
0,en,4.052219,101.0,6.4,25,Phillip Noyce,0
0,en,3.231848,84.0,4.4,49,Stephen Carpenter,0
14000000,en,0.900442,139.0,5.2,10,James Ivory,0
0,en,8.387573,93.0,6.3,108,Stephan Elliott,0
0,en,0.633004,127.0,5.8,1,James Fargo,0
0,en,9.242554,150.0,6.3,204,Mike Leigh,0
0,fr,1.866443,104.0,5.8,22,Alain Resnais,0
0,fr,5.9305330000000005,132.0,7.1,75,Costa-Gavras,0
12000000,zh,4.930129,117.0,6.7,57,John Woo,0
0,en,8.747922,113.0,6.3,55,Neil Burger,0
14000000,en,4.898424,149.0,6.1,86,Kenneth Lonergan,0
108,en,7.410522999999999,90.0,4.0,97,Bo Zenga,0
14000000,en,24.210698,89.0,7.4,418,Rob Reiner,0
14000000,en,44.135568,134.0,7.5,1480,Ang Lee,1
12000000,en,16.051328,97.0,6.9,803,Amy Heckerling,0
13500000,en,9.982885,107.0,6.9,144,Todd Haynes,0
14000000,en,16.618873999999998,93.0,5.0,354,Steve Pink,0
13500000,en,7.261196000000001,124.0,6.8,128,Philip Kaufman,0
15000000,en,32.306455,110.0,6.7,1206,Martin McDonagh,0
0,en,4.722403,105.0,6.0,27,Kasi Lemmons,0
18339750,de,32.445895,156.0,7.7,1037,Oliver Hirschbiegel,1
12806000,es,17.363739000000002,125.0,7.2,219,Alejandro Amen\u00e1bar,0
13300000,en,29.782161,108.0,6.0,1102,Jonathan Glazer,0
13000000,en,18.362333,121.0,7.1,642,Barry Levinson,1
13400000,en,0.6807529999999999,100.0,4.7,7,Shim Hyung-Rae,0
13000000,en,6.735922,105.0,4.8,154,Jon M. Chu,1
13000000,en,91.285683,108.0,7.3,4430,Darren Aronofsky,1
13000000,en,105.792936,200.0,8.3,3338,Francis Ford Coppola,0
13000000,en,9.969624,112.0,6.3,352,Thomas Carter,1
7000000,en,17.113408,99.0,5.8,281,Renny Harlin,1
16000000,en,10.248439,117.0,6.7,186,Patricia Riggen,1
13000000,en,25.316146,83.0,5.2,509,Danny Leiner,1
13000000,en,9.499325,107.0,6.6,258,Christopher Cain,0
13000000,en,43.791745,102.0,7.1,763,Theodore Melfi,0
12500000,en,11.828068,100.0,6.0,210,Steve Pink,0
16000000,en,54.550275,97.0,7.3,1701,Gil Junger,0
13000000,en,13.525704,88.0,5.7,151,Ed Decter,0
0,en,12.963328,84.0,5.7,157,Gene Quintano,0
17000000,en,60.829621,86.0,6.2,1567,Jaume Collet-Serra,1
13000000,en,73.307513,113.0,7.3,2060,Eric Bress,1
0,en,7.964289,89.0,4.8,51,Chris Koch,0
13000000,en,2.388918,117.0,7.1,29,Preston A. Whitmore II,0
12000000,en,4.580081,97.0,3.3,75,Bob Clark,0
13000000,en,6.425528,91.0,6.1,109,Kirk Wong,0
12000000,en,4.63093,100.0,5.7,46,Bronwen Hughes,0
13000000,en,16.681567,84.0,5.8,308,John Lafia,0
13200000,en,24.656068,83.0,5.6,181,Sam Miller,0
18000000,en,37.104353,126.0,6.7,1399,Frank Darabont,0
15000000,en,95.130041,108.0,7.6,4737,Alex Garland,0
13000000,en,27.546914,112.0,7.3,1101,Spike Jonze,0
6000000,en,2.27213,90.0,6.6,17,Mark Brown,0
13000000,en,17.371326999999994,89.0,5.7,290,Dave Green,0
13000000,en,6.130096,99.0,6.6,96,John Stockwell,0
19000000,en,24.47248,141.0,7.2,541,Clint Eastwood,0
13000000,en,6.764436999999999,104.0,6.2,123,Michael Polish,0
13000000,en,1.750054,84.0,5.5,10,Daisy von Scherler Mayer,0
6000000,en,66.11334000000001,117.0,8.1,2757,Lenny Abrahamson,0
0,en,9.066881,82.0,6.5,66,Bob Saget,0
13000000,en,6.170139,95.0,6.4,135,John Waters,0
13000000,en,4.742537,94.0,5.7,67,Andrew Fleming,0
0,en,1.212956,99.0,6.6,7,Craig Bolotin,0
13000000,en,11.880899,106.0,5.5,135,Mark Christopher,0
0,en,10.131123,84.0,5.1,163,Blair Hayes,0
13000000,en,5.831302,93.0,6.1,103,Jez Butterworth,0
13000000,en,35.522027,93.0,5.7,737,Jon Lucas,0
13000000,fr,10.573191,120.0,6.8,207,Isabel Coixet,0
0,en,4.898437,112.0,5.9,60,Rod Lurie,0
13000000,en,17.632445999999995,107.0,5.4,304,Paul Weitz,0
0,en,1.7800650000000002,112.0,6.7,11,Patrice Leconte,0
15000000,en,26.373864,96.0,5.9,498,Atom Egoyan,0
13000000,en,1.6473349999999998,91.0,4.8,4,Paul Mazursky,0
13000000,en,12.321302,125.0,6.5,138,Sidney Lumet,0
13000000,en,43.444135,102.0,7.7,2968,Stephen Chbosky,0
3000000,en,1.279106,87.0,4.5,10,Jon Hess,0
13000000,en,3.680896,110.0,6.4,60,Douglas McGrath,0
0,en,2.996284,120.0,5.6,17,Michael Winterbottom,0
13000000,en,10.475368,91.0,4.6,243,Mark Neveldine,0
14350531,en,30.952377,88.0,6.3,733,Joe Cornish,0
10000000,en,4.2674660000000015,127.0,5.8,45,Angelina Jolie,0
13000000,en,34.532418,94.0,6.6,1257,Brad Anderson,1
0,ko,6.116436,110.0,5.8,29,John H. Lee,0
0,en,1.7149720000000002,90.0,5.3,34,John Stainton,0
13000000,en,19.664699,98.0,6.4,503,Glenn Ficarra,0
12000000,xx,6.537986,100.0,7.1,109,Jean-Jacques Annaud,0
12500000,en,13.349012,120.0,6.7,137,Denzel Washington,0
0,en,6.796079,108.0,6.9,96,Michael Hoffman,0
12500000,en,35.268557,120.0,7.5,749,Tony Scott,0
3100000,en,7.453347,111.0,5.9,92,Benedek Fliegauf,0
12500000,en,13.939054,100.0,7.5,323,James Foley,0
13000000,en,11.892615,109.0,6.0,173,Michael Winterbottom,0
0,en,5.69872,118.0,6.0,94,Paul Schrader,0
12500000,en,8.780512,101.0,5.4,177,Stewart Hendler,0
0,en,4.021389,101.0,8.4,11,John Cromwell,0
12000000,en,15.817096,106.0,7.1,509,Craig Gillespie,0
12500000,en,34.821223,94.0,7.7,1451,Mark Herman,0
12800000,en,22.022228,140.0,7.6,377,Lars von Trier,0
0,en,0.1393839999999999,132.0,6.2,25,Gillian Armstrong,0
12500000,en,2.950618,99.0,7.3,31,Abel Ferrara,0
15000000,en,7.497306,90.0,5.8,84,Brian Koppelman,0
20000000,en,26.396191,105.0,6.3,1150,Robert Rodriguez,0
12500000,en,6.546037,108.0,6.0,94,George Hickenlooper,0
12300000,en,28.670193,69.0,7.0,640,Don Bluth,1
0,ko,9.572705,140.0,7.4,133,Kang Je-gyu,0
12500000,en,0.903529,118.0,6.3,30,William Dear,0
8000000,en,47.584643,122.0,7.5,2005,William Friedkin,1
7000000,en,50.152327,124.0,7.5,2542,Steven Spielberg,1
11000000,en,60.76716800000001,95.0,6.4,2296,Chris Weitz,1
12516654,fr,11.103202,78.0,7.6,142,St\u00e9phane Aubier,0
25000000,en,15.26213,94.0,5.6,304,Michael Ritchie,1
12000000,en,6.035152,122.0,6.9,281,Tim Story,1
12000000,en,10.297189,102.0,6.2,137,Tim Story,1
12000000,en,22.434102,113.0,7.3,675,Nicholas Meyer,1
15000000,en,41.249004,86.0,6.4,1648,Tom Shadyac,1
12000000,en,23.161754,114.0,7.0,504,John Badham,1
12000000,en,19.195399,113.0,7.0,375,Peter Weir,1
12000000,en,21.958055,110.0,6.3,417,Mike McCoy,1
12000000,en,45.477802,104.0,6.7,1060,Anne Fletcher,1
12000000,en,12.60629,81.0,6.5,168,Mike Judge,0
12000000,en,40.631671,154.0,7.3,1514,Quentin Tarantino,0
12000000,en,26.219598,107.0,6.2,497,Jon Hurwitz,0
15000000,en,64.504747,84.0,6.6,1935,Josh Trank,1
12000000,en,3.389249,132.0,6.2,51,Barbra Streisand,0
5000000,en,14.779537,116.0,6.6,249,Terry Gilliam,0
12000000,en,6.7033190000000005,93.0,4.7,158,Tamra Davis,0
12000000,en,49.070321,88.0,6.5,1564,Nima Nourizadeh,1
12000000,en,21.933822,172.0,7.3,323,Franklin J. Schaffner,1
12000000,en,20.624896,96.0,6.6,435,Mark Romanek,0
12000000,en,8.083995,89.0,5.5,339,John Erick Dowdle,0
12000000,en,11.135734,98.0,5.5,281,David Moreau,0
12000000,en,4.623609,97.0,4.7,30,Christopher Erskin,0
12000000,en,11.510281,93.0,6.3,218,Jesse Dylan,0
0,en,15.085981,85.0,7.2,212,Brian Henson,0
12000000,en,18.422327,123.0,7.3,383,Julie Taymor,0
12000000,en,8.410688,93.0,6.5,85,Dan Cutforth,0
12000000,en,74.358971,125.0,7.6,3759,Josh Boone,1
12000000,en,18.422008,121.0,6.9,439,John Dahl,0
0,en,15.896312,102.0,6.3,210,Chris Rock,0
12000000,en,8.616589999999999,102.0,5.4,25,John Frankenheimer,0
12000000,en,6.044161,99.0,6.5,330,David Koepp,0
12000000,en,29.019504,98.0,7.4,579,Stephen Frears,1
0,en,6.2464,118.0,6.4,72,Mike Binder,0
0,en,5.315213,125.0,6.6,101,Franklin J. Schaffner,0
12000000,en,16.931846,104.0,5.8,364,Elizabeth Allen Rosenbaum,0
12000000,en,64.610671,109.0,6.1,1937,Jake Schreier,1
0,en,4.480167,86.0,4.3,15,Cheryl Dunye,0
12000000,en,29.223881,115.0,7.4,636,Alexander Payne,0
0,en,7.710797,92.0,6.7,94,Ernest R. Dickerson,0
12000000,en,1.0818219999999998,86.0,5.4,33,Tim Hill,0
12000000,en,16.183746,94.0,5.6,364,Jason Reitman,0
12000000,en,47.992817,88.0,6.6,1151,Brian Taylor,0
0,en,1.20245,93.0,5.3,8,Lionel C. Martin,0
12000000,en,0.700792,100.0,5.3,11,Richard LaGravenese,0
0,en,10.409253,100.0,6.1,99,Sanaa Hamri,0
0,en,14.345428,113.0,6.1,163,Jonathan Demme,0
12000000,en,6.803763000000001,122.0,6.4,110,Bob Rafelson,0
0,en,19.944479,101.0,6.4,377,Peter Webber,0
14000000,de,26.967494,149.0,7.9,613,Wolfgang Petersen,1
12000000,en,3.444542,93.0,4.6,47,Wallace Wolodarsky,0
0,en,74.81764100000002,123.0,7.8,2067,Richard Curtis,1
0,zh,21.064082,119.0,7.1,439,Zhang Yimou,1
12000000,en,16.40512,100.0,6.1,294,Nicholas Jarecki,0
12000000,en,32.940597,106.0,6.4,933,Dean Israelite,0
12000000,en,13.427427,109.0,6.9,86,Darnell Martin,0
0,en,5.359381,81.0,4.9,23,Scott Alexander,0
8000000,en,8.708229,95.0,5.7,168,Stuart Gordon,0
12000000,en,4.330428,86.0,5.9,43,Christopher Guest,0
0,en,7.594593,113.0,6.0,111,Woody Allen,0
12000000,en,4.770194999999998,116.0,5.8,78,Ryan Murphy,0
12000000,en,1.623338,90.0,3.0,23,Robert Iscove,0
12000000,en,2.993939,108.0,5.7,16,Spike Lee,0
12000000,en,10.536092,119.0,4.6,89,Jane Campion,0
12000000,en,8.290636,110.0,6.6,154,James Gray,0
0,en,3.603842,109.0,6.0,22,Fred Schepisi,0
11000000,ko,27.65527,119.0,6.7,537,Bong Joon-ho,1
0,en,1.379643,100.0,6.8,4,Roger Spottiswoode,0
12000000,en,9.164386,100.0,6.9,141,Antonia Bird,0
12000000,en,9.779444,97.0,6.5,225,Jon Poll,0
12400000,it,32.523573,142.0,7.3,720,Paolo Sorrentino,0
0,en,2.24888,104.0,6.4,53,Peter Care,0
12000000,en,27.322212,99.0,6.5,882,Park Chan-wook,0
12000000,zh,12.664787,129.0,6.9,206,Wong Kar-wai,0
12000000,en,3.004432,90.0,6.1,38,Ira Sachs,0
12000000,en,4.795244,100.0,6.9,41,Carroll Ballard,0
12000000,en,5.841285,111.0,6.5,84,Neil Jordan,0
12000000,ja,5.327714,114.0,6.8,107,Takeshi Kitano,0
1200000,en,3.582733,86.0,6.2,50,Anthony Russo,0
0,en,2.678715,107.0,6.1,9,Sidney Lumet,0
8000000,en,9.728143,90.0,6.1,88,Vadim Perelman,0
0,en,2.303865,103.0,5.3,22,Lawrence Kasdan,0
12000000,en,11.237374,120.0,6.8,67,Marco Kreuzpaintner,0
0,hu,1.906807,140.0,6.5,28,Lajos Koltai,0
12000000,en,2.695896,110.0,5.2,28,Alan Rudolph,0
0,zh,1.416796,95.0,4.8,13,Zhang Yimou,0
7500000,en,11.636883,95.0,6.7,192,Vincenzo Natali,0
12000000,zh,4.793348,132.0,7.6,55,Lu Chuan,0
19000000,zh,0.7386520000000001,89.0,3.0,3,Lijun Sun,0
12000000,ja,5.158067,131.0,6.3,59,Takashi Yamazaki,0
20000000,en,5.727602,113.0,5.8,62,Renny Harlin,0
12000000,en,25.496926,99.0,6.9,612,Christopher Smith,0
1200000,en,0.489271,111.0,4.3,5,Timothy Hines,0
12000000,en,11.150261,99.0,6.0,229,Randall Wallace,1
10000000,en,53.595686,103.0,7.7,2912,Guy Ritchie,1
0,cs,0.1862339999999999,89.0,4.3,2,David Winters,0
11500000,en,20.747994,103.0,6.4,407,Mary Lambert,0
0,ja,2.930853,134.0,7.5,20,Akira Kurosawa,0
11500000,en,4.75919,101.0,5.5,29,Jamie Thraves,0
0,zh,0.753362,130.0,6.3,5,Mabel Cheung,0
11000000,en,45.072136,106.0,6.9,1596,Joe Dante,1
11000000,en,126.393695,121.0,8.1,6624,George Lucas,1
11500000,en,56.805781,102.0,5.7,1406,Dan Mazer,1
11000000,en,12.854853,197.0,7.4,247,David Lean,1
0,pt,14.637357000000002,112.0,7.1,242,Stephen Daldry,0
0,en,21.801188,116.0,6.2,821,Kenny Ortega,0
25000000,en,31.019381,116.0,7.2,1486,David O. Russell,1
11000000,en,11.227087,95.0,6.4,298,Jeff Tremaine,1
11000000,en,19.231507,120.0,7.3,384,Jonathan Lynn,0
11000000,en,31.162838,106.0,7.3,1368,R.J. Cutler,1
