budget,genres,original_language,runtime,vote_average,director,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Romance,Science,TV,Thriller,War,Western,succes_commercial
93000000,Adventure Action Thriller Science Fiction,en,92.0,5.7,Joe Johnston,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
93000000,Thriller Action Drama Science Fiction,en,105.0,7.0,Rupert Wyatt,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
90000000,Adventure Family Fantasy,en,95.0,6.3,Mark Waters,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
92000000,Action Thriller,en,98.0,5.2,John Moore,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
145000000,Western History War,en,137.0,5.8,John Lee Hancock,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,0
92000000,Action Adventure Animation Family,en,115.0,7.4,Brad Bird,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
98000000,Action Adventure,en,119.0,5.7,Renny Harlin,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
95000000,Adventure Fantasy Family,en,118.0,6.0,Chris Columbus,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Action Adventure Comedy Science Fiction,en,98.0,6.9,Barry Sonnenfeld,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
90000000,Animation Comedy Family,en,92.0,7.3,John Lasseter,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
100000000,Action Thriller,en,98.0,6.3,Tony Scott,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Action Comedy Crime Thriller,en,90.0,6.4,Brett Ratner,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
100000000,Drama Horror Mystery Thriller,en,130.0,6.3,Robert Zemeckis,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
100000000,Animation Comedy Family,en,90.0,6.5,Phil Lord,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Animation Comedy Family Adventure,en,94.0,6.5,Carlos Saldanha,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Adventure Comedy Drama Fantasy,en,114.0,7.0,Ben Stiller,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
92000000,Action Adventure Comedy Crime Thriller,en,98.0,5.6,McG,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Drama Thriller Crime,en,151.0,7.9,Martin Scorsese,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Animation Family Adventure,en,88.0,7.6,Tony Bancroft,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
92000000,Action Comedy,en,107.0,6.5,Ben Stiller,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Thriller Crime Mystery Drama,en,158.0,7.2,David Fincher,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
90000000,Action Thriller,en,128.0,6.9,John McTiernan,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Action Adventure Crime Mystery,en,128.0,7.0,Guy Ritchie,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
100000000,Drama,en,125.0,5.3,Timur Bekmambetov,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
120000000,Animation Family Adventure Science Fiction,en,95.0,6.7,Gary Trousdale,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
0,Adventure Animation Comedy Family,en,92.0,5.8,Walt Becker,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
75000000,Drama Thriller History War,en,121.0,6.7,Bryan Singer,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1
90000000,Comedy Action,en,113.0,5.5,Dennis Dugan,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
88000000,Action Comedy Science Fiction,en,105.0,5.6,Chris Columbus,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
100000000,Drama Science Fiction Adventure,en,146.0,6.8,Steven Spielberg,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
90000000,Thriller Fantasy Comedy Family Mystery,en,99.0,5.2,Rob Minkoff,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1
90000000,Drama Science Fiction Mystery,en,150.0,7.2,Robert Zemeckis,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1
95000000,Action Science Fiction Thriller,en,112.0,5.6,Paul Verhoeven,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
80000000,Crime Thriller,en,128.0,6.2,Sydney Pollack,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Adventure Family Fantasy,en,106.0,5.9,Thor Freudenthal,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
95000000,Action Adventure Fantasy Thriller,en,117.0,5.5,Jan de Bont,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Action Adventure Comedy Crime Mystery,en,129.0,6.7,Jon M. Chu,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
68000000,Thriller Action Romance Science Fiction Adventure,en,116.0,5.9,Phillip Noyce,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,1
92000000,Action Crime Thriller,en,126.0,6.8,Tony Scott,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
90000000,Science Fiction,en,114.0,5.7,Brian De Palma,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
90000000,Animation Adventure Comedy Family,en,96.0,6.5,Carlos Saldanha,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
100000000,Comedy Science Fiction,en,131.0,6.9,Chris Columbus,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
90000000,Science Fiction Action Drama Thriller,en,104.0,5.2,Mick Jackson,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
90000000,Crime Thriller Drama,en,107.0,5.9,Alan J. Pakula,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
100000000,Drama History Thriller,en,138.0,6.1,Kathryn Bigelow,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
20000000,Adventure Fantasy Action,en,129.0,6.6,John Milius,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
88000000,Romance Drama History,en,144.0,7.3,Ron Howard,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
90000000,Fantasy Action Family,en,110.0,5.4,Andrei Konchalovsky,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
87000000,Drama History,en,141.0,6.7,Gary Ross,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
92000000,Action Adventure Drama,en,113.0,6.1,Jan de Bont,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Adventure Drama,en,143.0,7.5,Robert Zemeckis,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
100000000,Animation Comedy,en,108.0,5.9,George Miller,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
75000000,Action Drama Thriller,en,108.0,7.2,Paul Greengrass,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Action Thriller,en,124.0,6.2,Wolfgang Petersen,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Thriller Crime,en,116.0,7.2,Steven Soderbergh,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
75000000,Adventure Action Thriller,en,110.0,5.6,Paul W.S. Anderson,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Animation Comedy Family Fantasy,en,91.0,6.8,Genndy Tartakovsky,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Comedy Family Fantasy Romance,en,107.0,6.6,Kevin Lima,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
85000000,Action Thriller,en,115.0,6.3,Daniel Espinosa,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Comedy Family,en,100.0,5.1,Kevin Lima,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
75000000,Action Comedy,en,104.0,5.8,Brett Ratner,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Comedy Romance,en,136.0,6.7,Nancy Meyers,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
90000000,Action Drama Thriller,en,132.0,6.7,Tony Scott,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Comedy Romance,en,121.0,6.2,Nancy Meyers,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
85000000,Crime Thriller,en,122.0,6.5,Steven Soderbergh,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
85000000,Adventure Animation Family,en,83.0,6.1,Jill Culton,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Adventure Action Science Fiction,en,139.0,6.9,Neil Burger,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
68000000,War,en,131.0,7.2,Jean-Jacques Annaud,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
85000000,Adventure Action Comedy Thriller,en,104.0,6.4,Peter Berg,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
85000000,Adventure Fantasy Action Comedy Family,en,130.0,6.1,John McTiernan,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Drama History Romance,en,145.0,7.3,Rob Marshall,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
85000000,Action Crime Drama Thriller,en,104.0,6.1,Justin Lin,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,Drama Animation Family Comedy,en,97.0,6.7,Barry Cook,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
90000000,Fantasy Drama Mystery,en,178.0,6.9,Martin Brest,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
85000000,Action Thriller Drama,en,108.0,5.5,Andrew Davis,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,Drama Music,en,123.0,7.3,Bob Fosse,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
85000000,Adventure Fantasy Drama Comedy Science Fiction,en,106.0,5.5,Tarsem Singh,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
60000000,Action Adventure Comedy,en,112.0,7.2,Edgar Wright,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
60000000,Action Thriller Adventure Science Fiction,en,136.0,5.4,Jon Amiel,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
84000000,Fantasy Comedy Romance Science Fiction,en,106.0,4.7,Peter Segal,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,0
84000000,Mystery Adventure Comedy,en,88.0,5.4,Raja Gosnell,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
50000000,Action Science Fiction,en,95.0,6.6,Pete Travis,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
82500000,Comedy Drama Fantasy Romance,en,107.0,6.0,Frank Coraci,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
8000000,Horror Comedy Fantasy,en,120.0,6.7,George A. Romero,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
85000000,Comedy Family,en,82.0,4.9,Brad Peyton,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
85000000,Adventure Fantasy Science Fiction,en,88.0,5.9,Doug Liman,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
85000000,Adventure Fantasy Science Fiction,en,120.0,6.5,Guillermo del Toro,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
65000000,Crime Drama Mystery Thriller,en,157.0,7.3,David Fincher,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
82000000,Science Fiction,en,123.0,5.7,Roger Spottiswoode,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
80000000,Fantasy Comedy,en,101.0,6.4,Tom Shadyac,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Thriller Adventure Action,en,103.0,6.0,Sylvester Stallone,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Adventure Action Thriller,en,110.0,6.7,Brian De Palma,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
75000000,Science Fiction Adventure Fantasy,en,142.0,6.9,Gary Ross,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
80000000,Comedy,en,102.0,6.2,Todd Phillips,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Action Fantasy,en,126.0,6.6,Tim Burton,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Comedy Animation Family,en,83.0,6.3,Karey Kirkpatrick,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Animation Family,en,85.0,7.1,Chris Sanders,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Comedy Family Fantasy,en,97.0,5.8,Gary Winick,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
75000000,Action Drama Romance,en,120.0,5.9,Mimi Leder,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
84000000,Action Comedy Crime Thriller,en,116.0,6.4,Dean Parisot,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
82000000,Comedy Drama,en,113.0,6.2,Peter Segal,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
75000000,Comedy Fantasy Family Music Animation,en,87.0,5.4,Mike Mitchell,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
80000000,Comedy,en,100.0,5.8,Dennis Dugan,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Action Comedy Thriller,en,110.0,6.0,Peter Segal,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Drama Comedy Romance,en,128.0,6.3,Nancy Meyers,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
80000000,Drama Thriller Mystery,en,138.0,7.8,Martin Scorsese,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
80000000,Comedy Romance Drama,en,88.0,5.3,Seth Gordon,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
75000000,Animation Comedy Family Science Fiction,en,91.0,6.0,Chris Wedge,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
80000000,Action Crime Science Fiction Thriller,en,138.0,6.8,John Woo,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
80000000,Fantasy Comedy Family Romance,en,99.0,5.9,Adam Shankman,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
80000000,Thriller Crime Drama,en,117.0,7.3,Sam Mendes,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Romance Comedy,en,117.0,6.3,Dennis Dugan,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
75000000,Action Thriller Crime,en,115.0,6.5,Simon West,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Mystery Thriller Action,en,118.0,6.3,D.J. Caruso,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
79000000,Drama,en,154.0,6.7,Anthony Minghella,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Action Thriller Science Fiction,en,118.0,6.6,Albert Hughes,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
80000000,Comedy Family Science Fiction,en,93.0,5.3,Les Mayfield,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
80000000,Horror Thriller Fantasy Mystery,en,113.0,5.2,Jan de Bont,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,0
80000000,Animation Comedy Drama Family Fantasy,en,88.0,6.5,Joe Pytka,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Action Comedy Crime Mystery Family,en,93.0,5.6,Shawn Levy,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
80000000,Drama Science Fiction Thriller,en,104.0,5.2,Scott Derrickson,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
75000000,Action Drama Mystery Thriller,en,135.0,6.5,Richard Donner,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
68000000,War Drama Action,en,135.0,7.4,David Ayer,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
70000000,Action Adventure Comedy Romance,en,98.0,5.6,Ivan Reitman,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
80000000,Comedy Family Animation Adventure,en,80.0,5.2,Eric Brevig,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Western Animation Adventure Comedy Family,en,83.0,7.4,Kelly Asbury,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
80000000,Comedy Romance Family,en,102.0,5.3,Frank Coraci,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
80000000,Adventure Family Science Fiction,en,130.0,5.0,Stephen Hopkins,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
80000000,Drama Thriller Mystery,en,129.0,6.2,Jonathan Demme,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
0,Romance Drama,en,117.0,8.0,Henry Jaglom,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
80000000,Animation Comedy Family,en,89.0,6.7,Genndy Tartakovsky,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Animation Family Music,en,74.0,7.0,James Algar,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
80000000,Science Fiction Adventure Action,en,96.0,5.8,Simon Wells,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
90000000,Action Adventure Family Fantasy,en,114.0,5.9,Ron Underwood,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
102000000,Action Crime Thriller,en,99.0,6.1,Dominic Sena,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
75000000,Action Adventure,en,129.0,5.9,Martin Campbell,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85000000,Drama Fantasy Romance,en,113.0,6.8,Vincent Ward,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
85000000,Comedy Fantasy Romance,en,90.0,5.2,Steven Brill,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
88000000,Adventure Fantasy Action Comedy Thriller,en,118.0,5.6,Terry Gilliam,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
70000000,Comedy Fantasy Science Fiction,en,106.0,6.1,Tim Burton,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0
0,Mystery Drama Horror,fr,81.0,6.4,Lucile Hadzihalilovic,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
0,Action Adventure Drama,en,117.0,6.7,Lee Tamahori,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Action Science Fiction Thriller,en,89.0,5.9,Jonathan Mostow,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
80000000,Drama Thriller,en,145.0,6.9,Roger Donaldson,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
80000000,Action Adventure Thriller,en,115.0,5.8,Rob Cohen,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Animation Family Adventure,en,87.0,5.2,Barry Cook,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
44000000,Action Science Fiction War,en,118.0,3.0,Roger Christian,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0
80000000,Animation Comedy Family,en,90.0,5.6,Joe Dante,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
80000000,Drama Music Romance,en,112.0,5.1,Rob Marshall,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
80000000,Action Adventure Science Fiction,en,116.0,5.4,Richard Donner,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
80000000,Drama Adventure,en,177.0,6.1,Kevin Costner,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
90000000,Adventure Comedy Drama Family Fantasy,en,92.0,5.2,George Miller,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
90000000,Fantasy Action Adventure,en,106.0,5.7,Breck Eisner,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Thriller Action Science Fiction,en,106.0,5.4,Antony Hoffman,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
86000000,Adventure Fantasy Animation Family,en,94.0,6.0,Luc Besson,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Documentary Family,en,84.0,7.3,Jacques Perrin,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Thriller Science Fiction Adventure Action,en,110.0,4.8,Peter Hyams,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
130000000,Action Adventure History Romance Drama,en,105.0,5.2,Paul W.S. Anderson,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
8000000,Comedy Animation,es,89.0,5.3,Andr\u00e9s Couturier,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
