budget,genres,original_language,runtime,vote_average,director,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Romance,Science,TV,Thriller,War,Western,succes_commercial
200000000,Animation Drama,en,96.0,6.6,Robert Zemeckis,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
176000003,Science Fiction Fantasy Action Adventure,en,124.0,5.2,Lilly Wachowski,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0
180000000,Action Adventure,en,109.0,5.5,David Yates,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
180000000,Adventure Family Fantasy,en,143.0,6.7,Andrew Adamson,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
178000000,Science Fiction,en,144.0,6.4,Bryan Singer,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
185000000,Drama Action Crime Thriller,en,152.0,8.2,Christopher Nolan,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
175000000,Animation Comedy Family Adventure,en,96.0,7.7,Pete Docter,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
175000000,Animation Family Adventure Science Fiction,en,94.0,6.0,Conrad Vernon,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
140000000,Action Science Fiction Adventure,en,126.0,7.4,Jon Favreau,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
170000000,Adventure Drama Family,en,126.0,7.0,Martin Scorsese,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
170000000,Action Adventure Comedy Science Fiction Western,en,106.0,5.1,Barry Sonnenfeld,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0
145000000,Adventure Action Fantasy,en,112.0,5.2,Rob Cohen,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
175000000,Action Adventure Crime Fantasy Science Fiction,en,123.0,5.9,David Ayer,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
175000000,Fantasy Comedy Family,en,96.0,5.3,Tom Shadyac,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
178000000,Action Science Fiction,en,113.0,7.6,Doug Liman,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
175000000,Adventure Action,en,135.0,5.9,Kevin Reynolds,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
175000000,Adventure Action Thriller Science Fiction,en,118.0,5.6,Stephen Sommers,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
175000000,Drama Comedy Animation Family,en,94.0,8.0,Pete Docter,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
175000000,Family Adventure Drama Fantasy,en,106.0,6.7,Jon Favreau,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
200000000,Adventure Action Science Fiction,en,124.0,6.6,Jon Favreau,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
170000000,Adventure Fantasy Drama,en,127.0,5.8,Rupert Sanders,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
180000000,Fantasy Adventure Action Family Romance,en,97.0,7.0,Robert Stromberg,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
170000000,Science Fiction Action Drama Thriller,en,130.0,7.3,Matt Reeves,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
27000000,Action Adventure Science Fiction Romance,en,109.0,4.8,Roland Joff\u00e9,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0
175000000,Drama Action Adventure Fantasy,en,119.0,5.9,Carl Rinsch,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
170000000,Action Adventure Science Fiction,en,136.0,7.6,Anthony Russo,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
165000000,Comedy Adventure Fantasy Animation Family,en,93.0,6.0,Mike Mitchell,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
190000000,Adventure Family Mystery Science Fiction,en,130.0,6.2,Brad Bird,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0
165000000,Adventure Family Animation Action Comedy,en,102.0,7.8,Chris Williams,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
165000000,Family Animation Comedy Adventure,en,108.0,7.1,Rich Moore,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
165000000,Adventure Animation Family Fantasy,en,100.0,6.4,Robert Zemeckis,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
165000000,Action Adventure Science Fiction,en,120.0,4.9,Roland Emmerich,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
165000000,Fantasy Adventure Animation Family,en,98.0,7.5,Chris Sanders,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
200000000,Action Thriller Science Fiction,en,109.0,5.9,Jonathan Mostow,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
170000000,Action Science Fiction Adventure,en,121.0,7.9,James Gunn,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
165000000,Adventure Drama Science Fiction,en,169.0,8.1,Christopher Nolan,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
160000000,Action Thriller Science Fiction Mystery Adventure,en,148.0,8.1,Christopher Nolan,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,1
15000000,Action Adventure Drama Horror Science Fiction,ja,120.0,6.5,Hideaki Anno,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
250000000,Adventure Fantasy Action,en,169.0,7.0,Peter Jackson,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
38000000,Action Crime Thriller,en,106.0,6.6,Rob Cohen,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
150000000,Fantasy Drama Thriller Mystery Romance,en,166.0,7.3,David Fincher,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1
160000000,Action Science Fiction Adventure,en,132.0,7.1,Matthew Vaughn,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
160000000,Action Adventure Science Fiction,en,137.0,6.6,Francis Lawrence,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
150000000,Fantasy Adventure Action Comedy Drama,en,109.0,5.8,Jon Turteltaub,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
160000000,Adventure Action Drama Thriller,en,99.0,5.5,Wolfgang Petersen,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
170000000,Fantasy,en,113.0,6.5,James Bobin,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
160000000,Fantasy Adventure Animation Comedy Family,en,93.0,6.0,Chris Miller,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
160000000,Action Adventure Fantasy,en,123.0,6.3,Duncan Jones,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
155000000,Science Fiction Action Thriller Adventure,en,126.0,5.8,Alan Taylor,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
155000000,Adventure Family Fantasy,en,113.0,6.2,Michael Apted,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
140000000,History Romance War,en,183.0,6.6,Michael Bay,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
150000000,Adventure Science Fiction Action,en,144.0,6.6,Michael Bay,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
155000000,War History Action Adventure Drama,en,175.0,5.6,Oliver Stone,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
150000000,Adventure Fantasy Family Mystery,en,138.0,7.4,David Yates,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
150000000,Adventure Fantasy Family,en,157.0,7.5,Mike Newell,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Fantasy Action,en,92.0,6.2,Peter Berg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Drama Horror Action Thriller Science Fiction,en,101.0,6.9,Francis Lawrence,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1
150000000,Adventure Comedy Family Fantasy,en,115.0,6.7,Tim Burton,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Animation Comedy Family Fantasy,en,111.0,7.5,Jan Pinkava,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Action Crime Drama,en,140.0,7.5,Christopher Nolan,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Family Animation,en,89.0,6.2,Eric Darnell,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Adventure Fantasy Action Comedy Family,en,105.0,5.9,Shawn Levy,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Adventure Action Thriller Science Fiction,en,107.0,6.2,Gavin Hood,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
150000000,Adventure Action Thriller Science Fiction,en,129.0,6.4,Lilly Wachowski,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
150000000,Animation Adventure Family,en,102.0,7.3,Chris Buck,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Adventure Action Thriller Science Fiction,en,138.0,6.7,Lilly Wachowski,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
170000000,Action Adventure Fantasy,en,112.0,6.8,Alan Taylor,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150000000,Action Adventure Science Fiction Thriller,en,120.0,7.2,George Miller,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
